turno,jugador,nombre_casilla,tipo_casilla,compra,alquiler,impuesto,parking,bancarrota,eliminado,dinero_inicial,dinero_tras_carcel,dinero_final,props_antes,props_despues
92,carla,visita_carcel,visita_carcel,no,no,no,no,no,no,48,48,48,8,8
93,diego,gris2,propiedad,no,si,no,no,no,no,847,847,827,4,4
94,ana,suerte5,suerte,no,no,no,no,no,no,92,92,92,6,6
95,carla,rojo1,propiedad,no,no,no,no,no,no,48,48,48,8,8
96,diego,rosa3,propiedad,no,si,no,no,no,no,827,827,795,4,4
97,ana,impuesto4,impuesto,no,no,si,no,si,no,92,92,662,6,0
98,carla,impuesto3,impuesto,no,no,si,no,si,no,80,80,735,8,0
99,diego,naranja1,propiedad,si,no,no,no,no,no,795,795,615,4,5
100,ana,suerte2,suerte,no,no,no,no,no,no,662,662,662,0,0
101,carla,estacion4,estacion,si,no,no,no,no,no,735,735,535,0,1
102,diego,rojo3,propiedad,si,no,no,no,no,no,615,615,375,5,6
103,ana,rosa2,propiedad,si,no,no,no,no,no,662,662,522,0,1
104,carla,estacion1,estacion,si,no,no,no,no,no,535,535,335,1,2
105,diego,verde2,propiedad,no,no,no,no,no,no,375,375,375,6,6
106,ana,suerte3,suerte,no,no,no,no,no,no,522,522,522,1,1
107,carla,rosa1,propiedad,si,no,no,no,no,no,335,335,195,2,3
108,diego,azul2,propiedad,no,no,no,no,no,no,375,375,375,6,6
109,ana,amarillo1,propiedad,si,no,no,no,no,no,522,522,262,1,2
110,carla,suerte3,suerte,no,no,no,no,no,no,195,195,195,3,3
111,diego,estacion1,estacion,no,si,no,no,no,no,375,375,335,6,6
112,ana,azul1,propiedad,no,no,no,no,no,no,262,262,262,2,2
113,carla,rojo1,propiedad,si,no,no,no,no,no,235,235,15,3,4
114,diego,rosa1,propiedad,no,si,no,no,no,no,335,335,307,6,6
115,ana,suerte1,suerte,no,no,no,no,no,no,262,262,262,2,2
116,carla,rojo3,propiedad,no,si,no,no,si,no,43,43,375,4,0
117,diego,rojo1,propiedad,si,no,no,no,no,no,355,355,135,6,7
118,ana,gris3,propiedad,no,si,no,no,no,no,262,262,238,2,2
119,carla,verde1,propiedad,si,no,no,no,no,no,375,375,75,0,1
120,diego,impuesto3,impuesto,no,no,si,no,no,no,159,159,59,7,7
121,ana,impuesto2,impuesto,no,no,si,no,no,no,238,238,88,2,2
122,carla,azul1,propiedad,no,no,no,no,no,no,75,75,75,1,1
123,diego,azul1,propiedad,no,no,no,no,no,no,59,59,59,7,7
124,ana,naranja2,propiedad,no,si,no,no,no,no,88,88,52,2,2
125,carla,impuesto1,impuesto,no,no,si,no,si,no,75,75,25,1,0
126,diego,salida,salida,no,no,no,no,no,no,95,95,95,7,7
127,ana,amarillo1,propiedad,no,no,no,no,no,no,52,52,52,2,2
128,carla,gris3,propiedad,no,si,no,no,no,no,25,25,1,0,0
129,diego,gris1,propiedad,si,no,no,no,no,no,119,119,19,7,8
130,ana,estacion4,estacion,no,no,no,no,no,no,52,52,52,2,2
131,carla,suerte3,suerte,no,no,no,no,no,no,1,1,1,0,0
132,diego,rosa3,propiedad,no,no,no,no,no,no,19,19,19,8,8
133,ana,impuesto1,impuesto,no,no,si,no,si,no,52,52,52,2,0
134,carla,parking,parking,no,no,no,si,no,no,1,1,857,0,0
135,diego,estacion3,estacion,no,no,no,no,no,no,19,19,19,8,8
136,ana,rosa2,propiedad,no,no,no,no,no,no,52,52,52,0,0
137,carla,estacion3,estacion,si,no,no,no,no,no,857,857,657,0,1
138,diego,verde2,propiedad,no,no,no,no,no,no,19,19,19,8,8
139,ana,estacion2,estacion,no,no,no,no,no,no,52,52,52,0,0
140,carla,verde2,propiedad,no,si,no,no,no,no,657,657,597,1,1
141,diego,azul2,propiedad,no,no,no,no,no,no,79,79,79,8,8
142,ana,rojo2,propiedad,no,no,no,no,no,no,52,52,52,0,0
143,carla,salida,salida,no,no,no,no,no,no,597,597,597,1,1
144,diego,gris1,propiedad,no,no,no,no,no,no,79,79,79,8,8
145,ana,visita_carcel,visita_carcel,no,no,no,no,no,no,52,52,52,0,0
146,carla,visita_carcel,visita_carcel,no,no,no,no,no,no,597,597,597,1,1
147,diego,naranja2,propiedad,no,no,no,no,no,no,79,79,79,8,8
148,ana,visita_carcel,visita_carcel,no,no,no,no,no,no,52,52,52,0,0
149,carla,rosa2,propiedad,si,no,no,no,no,no,597,597,457,1,2
150,diego,rojo3,propiedad,no,no,no,no,no,no,79,79,79,8,8
151,ana,naranja3,propiedad,no,no,no,no,no,no,52,52,52,0,0
152,carla,naranja3,propiedad,si,no,no,no,no,no,457,457,257,2,3
153,diego,suerte5,suerte,no,no,no,no,no,no,79,79,79,8,8
154,ana,amarillo2,propiedad,no,no,no,no,no,no,52,52,52,0,0
155,carla,rojo1,propiedad,no,si,no,no,no,no,257,257,213,3,3
156,diego,morado1,propiedad,no,no,no,no,no,no,123,123,123,8,8
157,ana,estacion4,estacion,no,no,no,no,no,no,52,52,52,0,0
158,carla,amarillo1,propiedad,no,no,no,no,no,no,213,213,213,3,3
159,diego,gris3,propiedad,no,no,no,no,no,no,123,123,123,8,8
160,ana,salida,salida,no,no,no,no,no,no,52,52,52,0,0
161,carla,suerte5,suerte,no,no,no,no,no,no,213,213,213,3,3
162,diego,impuesto2,impuesto,no,no,si,no,si,no,123,123,673,8,0
163,ana,visita_carcel,visita_carcel,no,no,no,no,no,no,52,52,52,0,0
164,carla,salida,salida,no,no,no,no,no,no,213,213,213,3,3
165,diego,naranja2,propiedad,si,no,no,no,no,no,673,673,493,0,1
166,ana,naranja1,propiedad,no,no,no,no,no,no,52,52,52,0,0
167,carla,estacion1,estacion,si,no,no,no,no,no,213,213,13,3,4
168,diego,amarillo2,propiedad,si,no,no,no,no,no,493,493,233,1,2
169,ana,rojo2,propiedad,no,no,no,no,no,no,52,52,52,0,0
170,carla,rosa2,propiedad,no,no,no,no,no,no,13,13,13,4,4
171,diego,suerte6,suerte,no,no,no,no,no,no,233,233,233,2,2
172,ana,verde2,propiedad,no,no,no,no,no,no,52,52,52,0,0
173,carla,rojo3,propiedad,no,no,no,no,no,no,13,13,13,4,4
174,diego,suerte1,suerte,no,no,no,no,no,no,233,233,233,2,2
175,ana,azul1,propiedad,no,no,no,no,no,no,52,52,52,0,0
176,carla,verde1,propiedad,no,no,no,no,no,no,13,13,13,4,4
177,diego,gris3,propiedad,si,no,no,no,no,no,233,233,113,2,3
178,ana,morado2,propiedad,no,no,no,no,no,no,52,52,52,0,0
179,carla,impuesto4,impuesto,no,no,si,no,si,no,13,13,283,4,0
180,diego,parking,parking,no,no,no,si,no,no,113,113,666,3,3
181,ana,rosa1,propiedad,no,no,no,no,no,no,52,52,52,0,0
182,carla,impuesto1,impuesto,no,no,si,no,no,no,283,283,83,0,0
183,diego,amarillo2,propiedad,no,no,no,no,no,no,666,666,666,3,3
184,ana,estacion2,estacion,no,no,no,no,no,no,52,52,52,0,0
185,carla,impuesto2,impuesto,no,no,si,no,si,si,83,83,83,0,0
186,diego,verde2,propiedad,si,no,no,no,no,no,666,666,366,3,4
187,ana,suerte4,suerte,no,no,no,no,no,no,52,52,52,0,0
188,diego,azul1,propiedad,si,no,no,no,no,no,366,366,16,4,5
189,ana,amarillo1,propiedad,no,no,no,no,no,no,52,52,52,0,0
190,diego,estacion1,estacion,no,no,no,no,no,no,16,16,16,5,5
191,ana,verde2,propiedad,no,si,no,no,si,si,52,52,52,0,0
192,diego,suerte2,suerte,no,no,no,no,no,no,76,76,76,5,5
193,diego,impuesto2,impuesto,no,no,si,no,si,no,76,76,531,5,0
194,diego,naranja2,propiedad,si,no,no,no,no,no,531,531,351,0,1
195,diego,impuesto3,impuesto,no,no,si,no,no,no,351,351,251,1,1
196,diego,verde1,propiedad,no,no,no,no,no,no,251,251,251,1,1
197,diego,suerte1,suerte,no,no,no,no,no,no,251,251,251,1,1
198,diego,estacion1,estacion,si,no,no,no,no,no,251,251,51,1,2
199,diego,estacion2,estacion,no,no,no,no,no,no,51,51,51,2,2
200,diego,rojo2,propiedad,no,no,no,no,no,no,51,51,51,2,2
