turno,pagador,cobrador,propiedad,tipo,color,precio_casilla,alquiler_teorico,pago_real,dinero_pagador_antes,dinero_pagador_despues,dinero_cobrador_antes,dinero_cobrador_despues
226,bob,diego,gris2,propiedad,gris,100,20,20,8596,8576,8856,8876
228,diego,carla,rosa1,propiedad,rosa,140,28,28,8876,8848,8176,8204
229,ana,carla,azul2,propiedad,azul,400,80,80,8982,8902,8204,8284
230,bob,carla,rosa1,propiedad,rosa,140,28,28,8576,8548,8284,8312
231,carla,ana,rosa2,propiedad,rosa,140,28,28,8312,8284,8902,8930
233,ana,carla,morado1,propiedad,morado,60,12,12,8930,8918,8284,8296
234,bob,carla,rojo1,propiedad,rojo,220,44,44,8548,8504,8296,8340
236,diego,bob,amarillo3,propiedad,amarillo,280,56,56,8848,8792,8504,8560
239,carla,bob,amarillo3,propiedad,amarillo,280,56,56,8340,8284,8560,8616
240,diego,bob,azul1,propiedad,azul,350,70,70,8792,8722,8616,8686
241,ana,carla,rojo1,propiedad,rojo,220,44,44,8918,8874,8284,8328
244,diego,bob,estacion1,estacion,estacion,200,40,40,8722,8682,8686,8726
246,bob,carla,azul2,propiedad,azul,400,80,80,8726,8646,8328,8408
252,diego,carla,naranja3,propiedad,naranja,200,40,40,8682,8642,8408,8448
254,bob,ana,rosa2,propiedad,rosa,140,28,28,8646,8618,8874,8902
258,bob,carla,rojo1,propiedad,rojo,220,44,44,8618,8574,8448,8492
259,carla,ana,verde3,propiedad,verde,320,64,64,8492,8428,8902,8966
261,ana,carla,naranja3,propiedad,naranja,200,40,40,8966,8926,8428,8468
264,diego,carla,verde2,propiedad,verde,300,60,60,8642,8582,8468,8528
265,ana,diego,estacion3,estacion,estacion,200,40,40,8926,8886,8582,8622
266,bob,carla,azul2,propiedad,azul,400,80,80,8574,8494,8528,8608
267,carla,bob,morado2,propiedad,morado,60,12,12,8608,8596,8494,8506
268,diego,carla,morado1,propiedad,morado,60,12,12,8622,8610,8596,8608
271,carla,diego,gris2,propiedad,gris,100,20,20,8608,8588,8610,8630
274,bob,diego,rosa3,propiedad,rosa,160,32,32,8506,8474,8630,8662
275,carla,diego,estacion2,estacion,estacion,200,40,40,8588,8548,8662,8702
276,diego,bob,naranja1,propiedad,naranja,180,36,36,8702,8666,8474,8510
278,bob,diego,rojo3,propiedad,rojo,240,48,48,8510,8462,8666,8714
279,carla,ana,rojo2,propiedad,rojo,220,44,44,8548,8504,8886,8930
282,bob,ana,verde1,propiedad,verde,300,60,60,8462,8402,8930,8990
284,diego,carla,amarillo1,propiedad,amarillo,260,52,52,8714,8662,8504,8556
285,ana,bob,naranja1,propiedad,naranja,180,36,36,8990,8954,8402,8438
288,diego,carla,verde2,propiedad,verde,300,60,60,8662,8602,8556,8616
289,ana,carla,rojo1,propiedad,rojo,220,44,44,8954,8910,8616,8660
291,carla,bob,gris1,propiedad,gris,100,20,20,8660,8640,8438,8458
292,diego,carla,azul2,propiedad,azul,400,80,80,8602,8522,8640,8720
296,diego,bob,estacion1,estacion,estacion,200,40,40,8522,8482,8458,8498
297,ana,bob,azul1,propiedad,azul,350,70,70,8910,8840,8498,8568
299,carla,bob,naranja1,propiedad,naranja,180,36,36,8720,8684,8568,8604
301,ana,bob,estacion1,estacion,estacion,200,40,40,8840,8800,8604,8644
302,bob,ana,rojo2,propiedad,rojo,220,44,44,8644,8600,8800,8844
306,bob,ana,verde1,propiedad,verde,300,60,60,8600,8540,8844,8904
307,carla,ana,verde1,propiedad,verde,300,60,60,8684,8624,8904,8964
309,ana,diego,rojo3,propiedad,rojo,240,48,48,8964,8916,8482,8530
312,diego,ana,amarillo2,propiedad,amarillo,260,52,52,8530,8478,8916,8968
313,ana,carla,amarillo1,propiedad,amarillo,260,52,52,8968,8916,8624,8676
315,carla,bob,morado2,propiedad,morado,60,12,12,8676,8664,8540,8552
316,diego,carla,estacion4,estacion,estacion,200,40,40,8478,8438,8664,8704
318,bob,diego,rosa3,propiedad,rosa,160,32,32,8552,8520,8438,8470
320,diego,bob,estacion1,estacion,estacion,200,40,40,8470,8430,8520,8560
321,ana,bob,gris1,propiedad,gris,100,20,20,8916,8896,8560,8580
322,bob,diego,rojo3,propiedad,rojo,240,48,48,8580,8532,8430,8478
323,carla,ana,rosa2,propiedad,rosa,140,28,28,8704,8676,8896,8924
324,diego,carla,rosa1,propiedad,rosa,140,28,28,8478,8450,8676,8704
325,ana,diego,estacion2,estacion,estacion,200,40,40,8924,8884,8450,8490
328,diego,carla,naranja3,propiedad,naranja,200,40,40,8490,8450,8704,8744
333,ana,diego,estacion3,estacion,estacion,200,40,40,8884,8844,8450,8490
335,carla,bob,azul1,propiedad,azul,350,70,70,8744,8674,8532,8602
336,diego,ana,amarillo2,propiedad,amarillo,260,52,52,8490,8438,8844,8896
337,ana,carla,estacion4,estacion,estacion,200,40,40,8896,8856,8674,8714
339,carla,bob,morado2,propiedad,morado,60,12,12,8714,8702,8602,8614
342,bob,carla,naranja3,propiedad,naranja,200,40,40,8614,8574,8702,8742
344,diego,carla,morado1,propiedad,morado,60,12,12,8438,8426,8742,8754
345,ana,carla,gris3,propiedad,gris,120,24,24,8856,8832,8754,8778
349,ana,diego,rosa3,propiedad,rosa,160,32,32,8832,8800,8426,8458
350,bob,carla,estacion4,estacion,estacion,200,40,40,8574,8534,8778,8818
352,diego,ana,rosa2,propiedad,rosa,140,28,28,8458,8430,8800,8828
353,ana,carla,rojo1,propiedad,rojo,220,44,44,8828,8784,8818,8862
356,diego,carla,naranja3,propiedad,naranja,200,40,40,8430,8390,8862,8902
361,ana,carla,estacion4,estacion,estacion,200,40,40,8784,8744,8902,8942
362,bob,diego,estacion2,estacion,estacion,200,40,40,8534,8494,8390,8430
363,carla,diego,gris2,propiedad,gris,100,20,20,8942,8922,8430,8450
364,diego,carla,verde2,propiedad,verde,300,60,60,8450,8390,8922,8982
365,ana,carla,morado1,propiedad,morado,60,12,12,8744,8732,8982,8994
367,carla,ana,rosa2,propiedad,rosa,140,28,28,8994,8966,8732,8760
369,ana,carla,rosa1,propiedad,rosa,140,28,28,8760,8732,8966,8994
371,carla,diego,rojo3,propiedad,rojo,240,48,48,8994,8946,8390,8438
372,diego,carla,morado1,propiedad,morado,60,12,12,8438,8426,8946,8958
373,ana,carla,rojo1,propiedad,rojo,220,44,44,8732,8688,8958,9002
375,carla,ana,amarillo2,propiedad,amarillo,260,52,52,9002,8950,8688,8740
377,ana,carla,amarillo1,propiedad,amarillo,260,52,52,8740,8688,8950,9002
378,bob,carla,azul2,propiedad,azul,400,80,80,8494,8414,9002,9082
381,ana,carla,verde2,propiedad,verde,300,60,60,8688,8628,9082,9142
384,diego,carla,naranja3,propiedad,naranja,200,40,40,8426,8386,9142,9182
385,ana,carla,morado1,propiedad,morado,60,12,12,8628,8616,9182,9194
386,bob,ana,rosa2,propiedad,rosa,140,28,28,8414,8386,8616,8644
388,diego,ana,amarillo2,propiedad,amarillo,260,52,52,8386,8334,8644,8696
389,ana,bob,estacion1,estacion,estacion,200,40,40,8696,8656,8386,8426
390,bob,diego,rojo3,propiedad,rojo,240,48,48,8426,8378,8334,8382
391,carla,diego,rosa3,propiedad,rosa,160,32,32,9194,9162,8382,8414
392,diego,ana,verde3,propiedad,verde,320,64,64,8414,8350,8656,8720
394,bob,carla,verde2,propiedad,verde,300,60,60,8378,8318,9162,9222
397,ana,diego,estacion2,estacion,estacion,200,40,40,8720,8680,8350,8390
398,bob,carla,azul2,propiedad,azul,400,80,80,8318,8238,9222,9302
399,carla,ana,amarillo2,propiedad,amarillo,260,52,52,9302,9250,8680,8732
