turno,pagador,cobrador,propiedad,tipo,color,precio_casilla,alquiler_teorico,pago_real,dinero_pagador_antes,dinero_pagador_despues,dinero_cobrador_antes,dinero_cobrador_despues
166,bob,diego,verde2,propiedad,verde,300,60,60,8484,8424,9070,9130
169,ana,carla,rojo3,propiedad,rojo,240,48,48,8386,8338,8670,8718
172,diego,ana,amarillo2,propiedad,amarillo,260,52,52,9130,9078,8338,8390
173,ana,bob,estacion4,estacion,estacion,200,40,40,8390,8350,8424,8464
175,carla,ana,amarillo2,propiedad,amarillo,260,52,52,8718,8666,8350,8402
176,diego,carla,verde3,propiedad,verde,320,64,64,9078,9014,8666,8730
180,diego,carla,estacion1,estacion,estacion,200,40,40,9014,8974,8730,8770
182,bob,diego,naranja2,propiedad,naranja,180,36,36,8464,8428,8974,9010
183,carla,diego,morado1,propiedad,morado,60,12,12,8770,8758,9010,9022
185,ana,diego,naranja2,propiedad,naranja,180,36,36,8402,8366,9022,9058
187,carla,ana,gris2,propiedad,gris,100,20,20,8758,8738,8366,8386
188,diego,carla,rosa3,propiedad,rosa,160,32,32,9058,9026,8738,8770
192,diego,ana,naranja1,propiedad,naranja,180,36,36,9026,8990,8386,8422
194,bob,ana,azul1,propiedad,azul,350,70,70,8428,8358,8422,8492
196,diego,bob,naranja3,propiedad,naranja,200,40,40,8990,8950,8358,8398
200,diego,ana,amarillo2,propiedad,amarillo,260,52,52,8950,8898,8492,8544
201,ana,diego,morado1,propiedad,morado,60,12,12,8544,8532,8898,8910
203,carla,ana,azul2,propiedad,azul,400,80,80,8770,8690,8532,8612
206,bob,ana,naranja1,propiedad,naranja,180,36,36,8398,8362,8612,8648
208,diego,carla,estacion1,estacion,estacion,200,40,40,8910,8870,8690,8730
209,ana,carla,rosa2,propiedad,rosa,140,28,28,8648,8620,8730,8758
210,bob,diego,naranja2,propiedad,naranja,180,36,36,8362,8326,8870,8906
213,ana,bob,rojo1,propiedad,rojo,220,44,44,8620,8576,8326,8370
214,bob,ana,amarillo1,propiedad,amarillo,260,52,52,8370,8318,8576,8628
215,carla,diego,naranja2,propiedad,naranja,180,36,36,8758,8722,8906,8942
216,diego,bob,rojo2,propiedad,rojo,220,44,44,8942,8898,8318,8362
219,carla,bob,rojo2,propiedad,rojo,220,44,44,8722,8678,8362,8406
220,diego,bob,verde1,propiedad,verde,300,60,60,8898,8838,8406,8466
221,ana,bob,estacion4,estacion,estacion,200,40,40,8628,8588,8466,8506
222,bob,diego,morado1,propiedad,morado,60,12,12,8506,8494,8838,8850
225,ana,diego,morado1,propiedad,morado,60,12,12,8588,8576,8850,8862
227,carla,diego,verde2,propiedad,verde,300,60,60,8678,8618,8862,8922
228,diego,bob,gris1,propiedad,gris,100,20,20,8922,8902,8494,8514
229,ana,bob,gris1,propiedad,gris,100,20,20,8576,8556,8514,8534
230,bob,ana,naranja1,propiedad,naranja,180,36,36,8534,8498,8556,8592
235,carla,bob,gris1,propiedad,gris,100,20,20,8618,8598,8498,8518
236,diego,ana,estacion2,estacion,estacion,200,40,40,8902,8862,8592,8632
237,ana,carla,amarillo3,propiedad,amarillo,280,56,56,8632,8576,8598,8654
239,carla,ana,gris2,propiedad,gris,100,20,20,8654,8634,8576,8596
240,diego,ana,estacion3,estacion,estacion,200,40,40,8862,8822,8596,8636
243,carla,bob,naranja3,propiedad,naranja,200,40,40,8634,8594,8518,8558
245,ana,carla,estacion1,estacion,estacion,200,40,40,8636,8596,8594,8634
246,bob,ana,gris2,propiedad,gris,100,20,20,8558,8538,8596,8616
248,diego,ana,azul1,propiedad,azul,350,70,70,8822,8752,8616,8686
250,bob,ana,naranja1,propiedad,naranja,180,36,36,8538,8502,8686,8722
251,carla,bob,estacion4,estacion,estacion,200,40,40,8634,8594,8502,8542
252,diego,ana,morado2,propiedad,morado,60,12,12,8752,8740,8722,8734
255,carla,diego,morado1,propiedad,morado,60,12,12,8594,8582,8740,8752
264,diego,ana,estacion3,estacion,estacion,200,40,40,8752,8712,8734,8774
266,bob,ana,azul2,propiedad,azul,400,80,80,8542,8462,8774,8854
267,carla,ana,amarillo1,propiedad,amarillo,260,52,52,8582,8530,8854,8906
270,bob,ana,morado2,propiedad,morado,60,12,12,8462,8450,8906,8918
271,carla,diego,verde2,propiedad,verde,300,60,60,8530,8470,8712,8772
272,diego,ana,morado2,propiedad,morado,60,12,12,8772,8760,8918,8930
273,ana,bob,naranja3,propiedad,naranja,200,40,40,8930,8890,8450,8490
275,carla,ana,morado2,propiedad,morado,60,12,12,8470,8458,8890,8902
277,ana,carla,rojo3,propiedad,rojo,240,48,48,8902,8854,8458,8506
281,ana,bob,verde1,propiedad,verde,300,60,60,8854,8794,8490,8550
282,bob,ana,amarillo2,propiedad,amarillo,260,52,52,8550,8498,8794,8846
283,carla,bob,rosa1,propiedad,rosa,140,28,28,8506,8478,8498,8526
288,diego,bob,estacion4,estacion,estacion,200,40,40,8760,8720,8526,8566
290,bob,ana,azul1,propiedad,azul,350,70,70,8566,8496,8846,8916
291,carla,bob,rojo2,propiedad,rojo,220,44,44,8478,8434,8496,8540
292,diego,bob,gris1,propiedad,gris,100,20,20,8720,8700,8540,8560
294,bob,ana,morado2,propiedad,morado,60,12,12,8560,8548,8916,8928
299,carla,bob,estacion4,estacion,estacion,200,40,40,8434,8394,8548,8588
300,diego,ana,naranja1,propiedad,naranja,180,36,36,8700,8664,8928,8964
302,bob,ana,naranja1,propiedad,naranja,180,36,36,8588,8552,8964,9000
305,ana,diego,verde2,propiedad,verde,300,60,60,9000,8940,8664,8724
308,diego,ana,amarillo2,propiedad,amarillo,260,52,52,8724,8672,8940,8992
312,diego,bob,estacion4,estacion,estacion,200,40,40,8672,8632,8552,8592
315,carla,bob,verde1,propiedad,verde,300,60,60,8394,8334,8592,8652
320,diego,bob,rosa1,propiedad,rosa,140,28,28,8632,8604,8652,8680
321,ana,bob,naranja3,propiedad,naranja,200,40,40,8992,8952,8680,8720
323,carla,diego,morado1,propiedad,morado,60,12,12,8334,8322,8604,8616
326,bob,ana,naranja1,propiedad,naranja,180,36,36,8720,8684,8952,8988
329,ana,carla,amarillo3,propiedad,amarillo,280,56,56,8988,8932,8322,8378
332,diego,carla,verde3,propiedad,verde,320,64,64,8616,8552,8378,8442
337,ana,bob,gris1,propiedad,gris,100,20,20,8932,8912,8684,8704
339,carla,diego,verde2,propiedad,verde,300,60,60,8442,8382,8552,8612
341,ana,carla,rosa2,propiedad,rosa,140,28,28,8912,8884,8382,8410
344,diego,carla,rosa3,propiedad,rosa,160,32,32,8612,8580,8410,8442
345,ana,bob,naranja3,propiedad,naranja,200,40,40,8884,8844,8704,8744
348,diego,bob,rojo2,propiedad,rojo,220,44,44,8580,8536,8744,8788
351,carla,ana,naranja1,propiedad,naranja,180,36,36,8442,8406,8844,8880
354,bob,diego,naranja2,propiedad,naranja,180,36,36,8788,8752,8536,8572
355,carla,bob,rojo1,propiedad,rojo,220,44,44,8406,8362,8752,8796
356,diego,ana,azul2,propiedad,azul,400,80,80,8572,8492,8880,8960
358,bob,carla,rojo3,propiedad,rojo,240,48,48,8796,8748,8362,8410
363,carla,bob,estacion4,estacion,estacion,200,40,40,8410,8370,8748,8788
364,diego,carla,rosa3,propiedad,rosa,160,32,32,8492,8460,8370,8402
368,diego,bob,naranja3,propiedad,naranja,200,40,40,8460,8420,8788,8828
369,ana,carla,rojo3,propiedad,rojo,240,48,48,8960,8912,8402,8450
370,bob,ana,morado2,propiedad,morado,60,12,12,8828,8816,8912,8924
371,carla,ana,gris2,propiedad,gris,100,20,20,8450,8430,8924,8944
372,diego,bob,rojo1,propiedad,rojo,220,44,44,8420,8376,8816,8860
373,ana,carla,amarillo3,propiedad,amarillo,280,56,56,8944,8888,8430,8486
374,bob,diego,gris3,propiedad,gris,120,24,24,8860,8836,8376,8400
375,carla,diego,naranja2,propiedad,naranja,180,36,36,8486,8450,8400,8436
376,diego,carla,rojo3,propiedad,rojo,240,48,48,8436,8388,8450,8498
384,diego,ana,morado2,propiedad,morado,60,12,12,8388,8376,8888,8900
385,ana,diego,gris3,propiedad,gris,120,24,24,8900,8876,8376,8400
387,carla,ana,azul2,propiedad,azul,400,80,80,8498,8418,8876,8956
391,carla,ana,gris2,propiedad,gris,100,20,20,8418,8398,8956,8976
393,ana,bob,rojo2,propiedad,rojo,220,44,44,8976,8932,8836,8880
398,bob,carla,estacion1,estacion,estacion,200,40,40,8880,8840,8398,8438
