turno,indice_jugador,jugador,dado1,dado2,suma,posicion_anterior,posicion_nueva,paso_salida,casilla_destino,nombre_casilla
1581,3,carla,6,4,10,9,19,no,19,naranja2
1582,4,diego,6,6,12,4,16,no,16,estacion2
1583,5,elena,5,5,10,22,32,no,32,verde1
1584,6,fernando,1,2,3,29,32,no,32,verde1
1585,1,ana,2,4,6,25,31,no,31,carcel
1586,2,bob,3,6,9,26,35,no,35,verde3
1587,3,carla,4,2,6,19,25,no,25,rojo3
1588,4,diego,3,6,9,16,25,no,25,rojo3
1589,5,elena,3,5,8,32,40,no,40,azul2
1590,6,fernando,1,1,2,32,34,no,34,suerte5
1591,1,ana,3,5,8,31,39,no,39,impuesto4
1592,2,bob,3,5,8,35,3,si,3,suerte1
1593,3,carla,3,2,5,25,30,no,30,amarillo3
1594,4,diego,6,2,8,25,33,no,33,verde2
1595,5,elena,3,2,5,40,5,si,5,impuesto1
1596,6,fernando,2,5,7,34,1,si,1,salida
1597,1,ana,2,1,3,39,2,si,2,morado1
1598,2,bob,6,4,10,3,13,no,13,impuesto2
1599,3,carla,3,4,7,30,37,no,37,suerte6
1600,4,diego,1,5,6,33,39,no,39,impuesto4
1601,5,elena,3,3,6,5,11,no,11,visita_carcel
1602,6,fernando,3,2,5,1,6,no,6,estacion1
1603,1,ana,5,4,9,2,11,no,11,visita_carcel
1604,2,bob,5,2,7,13,20,no,20,naranja3
1605,3,carla,4,4,8,37,5,si,5,impuesto1
1606,4,diego,3,6,9,39,8,si,8,suerte2
1607,5,elena,6,3,9,11,20,no,20,naranja3
1608,6,fernando,5,6,11,6,17,no,17,naranja1
1609,1,ana,5,1,6,11,17,no,17,naranja1
1610,2,bob,2,3,5,20,25,no,25,rojo3
1611,3,carla,1,6,7,5,12,no,12,rosa1
1612,4,diego,6,1,7,8,15,no,15,rosa3
1613,5,elena,1,5,6,20,26,no,26,estacion3
1614,6,fernando,4,3,7,17,24,no,24,rojo2
1615,1,ana,5,6,11,17,28,no,28,amarillo2
1616,2,bob,6,2,8,25,33,no,33,verde2
1617,3,carla,2,4,6,12,18,no,18,suerte3
1618,4,diego,4,3,7,15,22,no,22,rojo1
1619,5,elena,1,3,4,26,30,no,30,amarillo3
1620,6,fernando,4,4,8,24,32,no,32,verde1
1621,1,ana,3,2,5,28,33,no,33,verde2
1622,2,bob,3,4,7,33,40,no,40,azul2
1623,3,carla,2,3,5,18,23,no,23,suerte4
1624,4,diego,3,1,4,22,26,no,26,estacion3
1625,5,elena,6,2,8,30,38,no,38,azul1
1626,6,fernando,5,1,6,32,38,no,38,azul1
1627,1,ana,1,1,2,33,35,no,35,verde3
1628,2,bob,4,1,5,40,5,si,5,impuesto1
1629,3,carla,1,5,6,23,29,no,29,impuesto3
1630,4,diego,4,6,10,26,36,no,36,estacion4
1631,5,elena,2,1,3,38,1,si,1,salida
1632,6,fernando,6,5,11,38,9,si,9,gris2
1633,1,ana,2,1,3,35,38,no,38,azul1
1634,2,bob,6,4,10,5,15,no,15,rosa3
1635,3,carla,5,3,8,29,37,no,37,suerte6
1636,4,diego,1,2,3,36,39,no,39,impuesto4
1637,5,elena,3,4,7,1,8,no,8,suerte2
1638,6,fernando,1,4,5,9,14,no,14,rosa2
1639,1,ana,5,6,11,38,9,si,9,gris2
1640,2,bob,4,2,6,15,21,no,21,parking
1641,3,carla,3,6,9,37,6,si,6,estacion1
1642,4,diego,2,4,6,39,5,si,5,impuesto1
1643,5,elena,6,1,7,8,15,no,15,rosa3
1644,6,fernando,5,1,6,14,20,no,20,naranja3
1645,1,ana,1,1,2,9,11,no,11,visita_carcel
1646,2,bob,4,5,9,21,30,no,30,amarillo3
1647,3,carla,2,5,7,6,13,no,13,impuesto2
1648,4,diego,3,5,8,5,13,no,13,impuesto2
1649,5,elena,2,6,8,15,23,no,23,suerte4
1650,6,fernando,2,2,4,20,24,no,24,rojo2
1651,1,ana,5,6,11,11,22,no,22,rojo1
1652,2,bob,3,4,7,30,37,no,37,suerte6
1653,3,carla,6,1,7,13,20,no,20,naranja3
1654,4,diego,2,3,5,13,18,no,18,suerte3
1655,5,elena,6,2,8,23,31,no,31,carcel
1656,6,fernando,2,5,7,24,31,no,31,carcel
1657,1,ana,3,5,8,22,30,no,30,amarillo3
1658,2,bob,4,1,5,37,2,si,2,morado1
1659,3,carla,2,5,7,20,27,no,27,amarillo1
1660,4,diego,1,5,6,18,24,no,24,rojo2
1661,5,elena,4,6,10,31,1,si,1,salida
1662,6,fernando,3,1,4,31,35,no,35,verde3
1663,1,ana,3,5,8,30,38,no,38,azul1
1664,2,bob,1,4,5,2,7,no,7,gris1
1665,3,carla,3,2,5,27,32,no,32,verde1
1666,4,diego,2,4,6,24,30,no,30,amarillo3
1667,5,elena,3,3,6,1,7,no,7,gris1
1668,6,fernando,5,6,11,35,6,si,6,estacion1
1669,1,ana,2,4,6,38,4,si,4,morado2
1670,2,bob,6,2,8,7,15,no,15,rosa3
1671,3,carla,2,1,3,32,35,no,35,verde3
1672,4,diego,6,6,12,30,2,si,2,morado1
1673,5,elena,5,4,9,7,16,no,16,estacion2
1674,6,fernando,1,1,2,6,8,no,8,suerte2
1675,1,ana,4,6,10,4,14,no,14,rosa2
1676,2,bob,6,3,9,15,24,no,24,rojo2
1677,3,carla,3,6,9,35,4,si,4,morado2
1678,4,diego,5,6,11,2,13,no,13,impuesto2
1679,5,elena,4,4,8,16,24,no,24,rojo2
1680,6,fernando,1,6,7,8,15,no,15,rosa3
1681,1,ana,6,2,8,14,22,no,22,rojo1
1682,2,bob,3,6,9,24,33,no,33,verde2
1683,3,carla,3,1,4,4,8,no,8,suerte2
1684,4,diego,6,6,12,13,25,no,25,rojo3
1685,5,elena,6,2,8,24,32,no,32,verde1
1686,6,fernando,4,3,7,15,22,no,22,rojo1
1687,1,ana,3,3,6,22,28,no,28,amarillo2
1688,2,bob,5,4,9,33,2,si,2,morado1
1689,3,carla,1,4,5,8,13,no,13,impuesto2
1690,4,diego,3,3,6,25,31,no,31,carcel
1691,5,elena,3,3,6,32,38,no,38,azul1
1692,6,fernando,6,5,11,22,33,no,33,verde2
1693,1,ana,6,3,9,28,37,no,37,suerte6
1694,2,bob,4,2,6,2,8,no,8,suerte2
1695,3,carla,5,3,8,13,21,no,21,parking
1696,4,diego,6,1,7,31,38,no,38,azul1
1697,5,elena,1,4,5,38,3,si,3,suerte1
1698,6,fernando,3,4,7,33,40,no,40,azul2
1699,1,ana,2,6,8,37,5,si,5,impuesto1
1700,2,bob,5,1,6,8,14,no,14,rosa2
1701,3,carla,2,2,4,21,25,no,25,rojo3
1702,4,diego,6,6,12,38,10,si,10,gris3
1703,5,elena,2,6,8,3,11,no,11,visita_carcel
1704,6,fernando,3,2,5,40,5,si,5,impuesto1
1705,1,ana,1,3,4,5,9,no,9,gris2
1706,2,bob,1,5,6,14,20,no,20,naranja3
1707,3,carla,5,5,10,25,35,no,35,verde3
1708,4,diego,2,2,4,10,14,no,14,rosa2
1709,5,elena,5,4,9,11,20,no,20,naranja3
1710,6,fernando,5,6,11,5,16,no,16,estacion2
1711,1,ana,4,2,6,9,15,no,15,rosa3
1712,2,bob,1,4,5,20,25,no,25,rojo3
1713,3,carla,4,3,7,35,2,si,2,morado1
1714,4,diego,1,1,2,14,16,no,16,estacion2
1715,5,elena,5,4,9,20,29,no,29,impuesto3
1716,6,fernando,2,5,7,16,23,no,23,suerte4
1717,1,ana,4,4,8,15,23,no,23,suerte4
1718,2,bob,1,5,6,25,31,no,31,carcel
1719,3,carla,4,6,10,2,12,no,12,rosa1
1720,4,diego,6,2,8,16,24,no,24,rojo2
1721,5,elena,3,1,4,29,33,no,33,verde2
1722,6,fernando,3,3,6,23,29,no,29,impuesto3
1723,1,ana,1,6,7,23,30,no,30,amarillo3
1724,2,bob,5,4,9,31,40,no,40,azul2
1725,3,carla,5,1,6,12,18,no,18,suerte3
1726,4,diego,5,1,6,24,30,no,30,amarillo3
1727,5,elena,6,5,11,33,4,si,4,morado2
1728,6,fernando,1,3,4,29,33,no,33,verde2
1729,1,ana,3,3,6,30,36,no,36,estacion4
1730,2,bob,2,3,5,40,5,si,5,impuesto1
1731,3,carla,1,2,3,18,21,no,21,parking
1732,4,diego,5,5,10,30,40,no,40,azul2
1733,5,elena,4,3,7,4,11,no,11,visita_carcel
1734,6,fernando,5,2,7,33,40,no,40,azul2
1735,1,ana,6,1,7,36,3,si,3,suerte1
1736,2,bob,2,1,3,5,8,no,8,suerte2
1737,3,carla,5,1,6,21,27,no,27,amarillo1
1738,4,diego,5,4,9,40,9,si,9,gris2
1739,5,elena,4,2,6,11,17,no,17,naranja1
1740,6,fernando,1,6,7,40,7,si,7,gris1
1741,1,ana,2,1,3,3,6,no,6,estacion1
1742,2,bob,6,2,8,8,16,no,16,estacion2
1743,3,carla,4,1,5,27,32,no,32,verde1
1744,4,diego,2,4,6,9,15,no,15,rosa3
1745,5,elena,3,6,9,17,26,no,26,estacion3
1746,6,fernando,4,4,8,7,15,no,15,rosa3
1747,1,ana,4,4,8,6,14,no,14,rosa2
1748,2,bob,6,3,9,16,25,no,25,rojo3
1749,3,carla,1,2,3,32,35,no,35,verde3
1750,4,diego,5,6,11,15,26,no,26,estacion3
1751,5,elena,5,4,9,26,35,no,35,verde3
1752,6,fernando,4,1,5,15,20,no,20,naranja3
1753,1,ana,2,5,7,14,21,no,21,parking
1754,2,bob,1,1,2,25,27,no,27,amarillo1
1755,3,carla,2,5,7,35,2,si,2,morado1
1756,4,diego,1,6,7,26,33,no,33,verde2
1757,5,elena,3,5,8,35,3,si,3,suerte1
1758,6,fernando,5,3,8,20,28,no,28,amarillo2
1759,1,ana,4,3,7,21,28,no,28,amarillo2
1760,2,bob,5,2,7,27,34,no,34,suerte5
1761,3,carla,6,4,10,2,12,no,12,rosa1
1762,4,diego,6,6,12,33,5,si,5,impuesto1
1763,5,elena,5,5,10,3,13,no,13,impuesto2
1764,6,fernando,1,2,3,28,31,no,31,carcel
1765,1,ana,2,4,6,28,34,no,34,suerte5
1766,2,bob,3,6,9,34,3,si,3,suerte1
1767,3,carla,4,2,6,12,18,no,18,suerte3
1768,4,diego,3,6,9,5,14,no,14,rosa2
1769,5,elena,3,5,8,13,21,no,21,parking
1770,6,fernando,1,1,2,31,33,no,33,verde2
1771,1,ana,3,5,8,34,2,si,2,morado1
1772,2,bob,3,5,8,3,11,no,11,visita_carcel
1773,3,carla,3,2,5,18,23,no,23,suerte4
1774,4,diego,6,2,8,14,22,no,22,rojo1
1775,5,elena,3,2,5,21,26,no,26,estacion3
1776,6,fernando,2,5,7,33,40,no,40,azul2
1777,1,ana,2,1,3,2,5,no,5,impuesto1
1778,2,bob,6,4,10,11,21,no,21,parking
1779,3,carla,3,4,7,23,30,no,30,amarillo3
1780,4,diego,1,5,6,22,28,no,28,amarillo2
1781,5,elena,3,3,6,26,32,no,32,verde1
1782,6,fernando,3,2,5,40,5,si,5,impuesto1
1783,1,ana,5,4,9,5,14,no,14,rosa2
1784,2,bob,5,2,7,21,28,no,28,amarillo2
1785,3,carla,4,4,8,30,38,no,38,azul1
1786,4,diego,3,6,9,28,37,no,37,suerte6
1787,5,elena,6,3,9,32,1,si,1,salida
1788,6,fernando,5,6,11,5,16,no,16,estacion2
1789,1,ana,5,1,6,14,20,no,20,naranja3
1790,2,bob,2,3,5,28,33,no,33,verde2
1791,3,carla,1,6,7,38,5,si,5,impuesto1
1792,4,diego,6,1,7,37,4,si,4,morado2
1793,5,elena,1,5,6,1,7,no,7,gris1
1794,6,fernando,4,3,7,16,23,no,23,suerte4
1795,1,ana,5,6,11,20,31,no,31,carcel
1796,2,bob,6,2,8,33,1,si,1,salida
1797,3,carla,2,4,6,5,11,no,11,visita_carcel
1798,4,diego,4,3,7,4,11,no,11,visita_carcel
1799,5,elena,1,3,4,7,11,no,11,visita_carcel
1800,6,fernando,4,4,8,23,31,no,31,carcel
1801,1,ana,3,2,5,31,36,no,36,estacion4
1802,2,bob,3,4,7,1,8,no,8,suerte2
1803,3,carla,2,3,5,11,16,no,16,estacion2
1804,4,diego,3,1,4,11,15,no,15,rosa3
1805,5,elena,6,2,8,11,19,no,19,naranja2
1806,6,fernando,5,1,6,31,37,no,37,suerte6
1807,1,ana,1,1,2,36,38,no,38,azul1
1808,2,bob,4,1,5,8,13,no,13,impuesto2
1809,3,carla,1,5,6,16,22,no,22,rojo1
1810,4,diego,4,6,10,15,25,no,25,rojo3
1811,5,elena,2,1,3,19,22,no,22,rojo1
1812,6,fernando,6,5,11,37,8,si,8,suerte2
1813,1,ana,2,1,3,38,1,si,1,salida
1814,2,bob,6,4,10,13,23,no,23,suerte4
1815,3,carla,5,3,8,22,30,no,30,amarillo3
1816,4,diego,1,2,3,25,28,no,28,amarillo2
1817,5,elena,3,4,7,22,29,no,29,impuesto3
1818,6,fernando,1,4,5,8,13,no,13,impuesto2
1819,1,ana,5,6,11,1,12,no,12,rosa1
1820,2,bob,4,2,6,23,29,no,29,impuesto3
1821,3,carla,3,6,9,30,39,no,39,impuesto4
1822,4,diego,2,4,6,28,34,no,34,suerte5
1823,5,elena,6,1,7,29,36,no,36,estacion4
1824,6,fernando,5,1,6,13,19,no,19,naranja2
1825,1,ana,1,1,2,12,14,no,14,rosa2
1826,2,bob,4,5,9,29,38,no,38,azul1
1827,3,carla,2,5,7,39,6,si,6,estacion1
1828,4,diego,3,5,8,34,2,si,2,morado1
1829,5,elena,2,6,8,36,4,si,4,morado2
1830,6,fernando,2,2,4,19,23,no,23,suerte4
1831,1,ana,5,6,11,14,25,no,25,rojo3
1832,2,bob,3,4,7,38,5,si,5,impuesto1
1833,3,carla,6,1,7,6,13,no,13,impuesto2
1834,4,diego,2,3,5,2,7,no,7,gris1
1835,5,elena,6,2,8,4,12,no,12,rosa1
1836,6,fernando,2,5,7,23,30,no,30,amarillo3
1837,1,ana,3,5,8,25,33,no,33,verde2
1838,2,bob,4,1,5,5,10,no,10,gris3
1839,3,carla,2,5,7,13,20,no,20,naranja3
1840,4,diego,1,5,6,7,13,no,13,impuesto2
1841,5,elena,4,6,10,12,22,no,22,rojo1
1842,6,fernando,3,1,4,30,34,no,34,suerte5
1843,1,ana,3,5,8,33,1,si,1,salida
1844,2,bob,1,4,5,10,15,no,15,rosa3
1845,3,carla,3,2,5,20,25,no,25,rojo3
1846,4,diego,2,4,6,13,19,no,19,naranja2
1847,5,elena,3,3,6,22,28,no,28,amarillo2
1848,6,fernando,5,6,11,34,5,si,5,impuesto1
1849,1,ana,2,4,6,1,7,no,7,gris1
1850,2,bob,6,2,8,15,23,no,23,suerte4
1851,3,carla,2,1,3,25,28,no,28,amarillo2
1852,4,diego,6,6,12,19,31,no,31,carcel
1853,5,elena,5,4,9,28,37,no,37,suerte6
1854,6,fernando,1,1,2,5,7,no,7,gris1
1855,1,ana,4,6,10,7,17,no,17,naranja1
1856,2,bob,6,3,9,23,32,no,32,verde1
1857,3,carla,3,6,9,28,37,no,37,suerte6
1858,4,diego,5,6,11,31,2,si,2,morado1
1859,5,elena,4,4,8,37,5,si,5,impuesto1
1860,6,fernando,1,6,7,7,14,no,14,rosa2
1861,1,ana,6,2,8,17,25,no,25,rojo3
1862,2,bob,3,6,9,32,1,si,1,salida
1863,3,carla,3,1,4,37,1,si,1,salida
1864,4,diego,6,6,12,2,14,no,14,rosa2
1865,5,elena,6,2,8,5,13,no,13,impuesto2
1866,6,fernando,4,3,7,14,21,no,21,parking
1867,1,ana,3,3,6,25,31,no,31,carcel
1868,2,bob,5,4,9,1,10,no,10,gris3
1869,3,carla,1,4,5,1,6,no,6,estacion1
1870,4,diego,3,3,6,14,20,no,20,naranja3
1871,5,elena,3,3,6,13,19,no,19,naranja2
1872,6,fernando,6,5,11,21,32,no,32,verde1
1873,1,ana,6,3,9,31,40,no,40,azul2
1874,2,bob,4,2,6,10,16,no,16,estacion2
1875,3,carla,5,3,8,6,14,no,14,rosa2
1876,4,diego,6,1,7,20,27,no,27,amarillo1
1877,5,elena,1,4,5,19,24,no,24,rojo2
1878,6,fernando,3,4,7,32,39,no,39,impuesto4
1879,1,ana,2,6,8,40,8,si,8,suerte2
1880,2,bob,5,1,6,16,22,no,22,rojo1
1881,3,carla,2,2,4,14,18,no,18,suerte3
1882,4,diego,6,6,12,27,39,no,39,impuesto4
1883,5,elena,2,6,8,24,32,no,32,verde1
1884,6,fernando,3,2,5,39,4,si,4,morado2
1885,1,ana,1,3,4,8,12,no,12,rosa1
1886,2,bob,1,5,6,22,28,no,28,amarillo2
1887,3,carla,5,5,10,18,28,no,28,amarillo2
1888,4,diego,2,2,4,39,3,si,3,suerte1
1889,5,elena,5,4,9,32,1,si,1,salida
1890,6,fernando,5,6,11,4,15,no,15,rosa3
1891,1,ana,4,2,6,12,18,no,18,suerte3
1892,2,bob,1,4,5,28,33,no,33,verde2
1893,3,carla,4,3,7,28,35,no,35,verde3
1894,4,diego,1,1,2,3,5,no,5,impuesto1
1895,5,elena,5,4,9,1,10,no,10,gris3
1896,6,fernando,2,5,7,15,22,no,22,rojo1
1897,1,ana,4,4,8,18,26,no,26,estacion3
1898,2,bob,1,5,6,33,39,no,39,impuesto4
1899,3,carla,4,6,10,35,5,si,5,impuesto1
1900,4,diego,6,2,8,5,13,no,13,impuesto2
1901,5,elena,3,1,4,10,14,no,14,rosa2
1902,6,fernando,3,3,6,22,28,no,28,amarillo2
1903,1,ana,1,6,7,26,33,no,33,verde2
1904,2,bob,5,4,9,39,8,si,8,suerte2
1905,3,carla,5,1,6,5,11,no,11,visita_carcel
1906,4,diego,5,1,6,13,19,no,19,naranja2
1907,5,elena,6,5,11,14,25,no,25,rojo3
1908,6,fernando,1,3,4,28,32,no,32,verde1
1909,1,ana,3,3,6,33,39,no,39,impuesto4
1910,2,bob,2,3,5,8,13,no,13,impuesto2
1911,3,carla,1,2,3,11,14,no,14,rosa2
1912,4,diego,5,5,10,19,29,no,29,impuesto3
1913,5,elena,4,3,7,25,32,no,32,verde1
1914,6,fernando,5,2,7,32,39,no,39,impuesto4
1915,1,ana,6,1,7,39,6,si,6,estacion1
1916,2,bob,2,1,3,13,16,no,16,estacion2
1917,3,carla,5,1,6,14,20,no,20,naranja3
1918,4,diego,5,4,9,29,38,no,38,azul1
1919,5,elena,4,2,6,32,38,no,38,azul1
1920,6,fernando,1,6,7,39,6,si,6,estacion1
1921,1,ana,2,1,3,6,9,no,9,gris2
1922,2,bob,6,2,8,16,24,no,24,rojo2
1923,3,carla,4,1,5,20,25,no,25,rojo3
1924,4,diego,2,4,6,38,4,si,4,morado2
1925,5,elena,3,6,9,38,7,si,7,gris1
1926,6,fernando,4,4,8,6,14,no,14,rosa2
1927,1,ana,4,4,8,9,17,no,17,naranja1
1928,2,bob,6,3,9,24,33,no,33,verde2
1929,3,carla,1,2,3,25,28,no,28,amarillo2
1930,4,diego,5,6,11,4,15,no,15,rosa3
1931,5,elena,5,4,9,7,16,no,16,estacion2
1932,6,fernando,4,1,5,14,19,no,19,naranja2
1933,1,ana,2,5,7,17,24,no,24,rojo2
1934,2,bob,1,1,2,33,35,no,35,verde3
1935,3,carla,2,5,7,28,35,no,35,verde3
1936,4,diego,1,6,7,15,22,no,22,rojo1
1937,5,elena,3,5,8,16,24,no,24,rojo2
1938,6,fernando,5,3,8,19,27,no,27,amarillo1
1939,1,ana,4,3,7,24,31,no,31,carcel
1940,2,bob,5,2,7,35,2,si,2,morado1
1941,3,carla,6,4,10,35,5,si,5,impuesto1
1942,4,diego,6,6,12,22,34,no,34,suerte5
1943,5,elena,5,5,10,24,34,no,34,suerte5
1944,6,fernando,1,2,3,27,30,no,30,amarillo3
1945,1,ana,2,4,6,31,37,no,37,suerte6
1946,2,bob,3,6,9,2,11,no,11,visita_carcel
1947,3,carla,4,2,6,5,11,no,11,visita_carcel
1948,4,diego,3,6,9,34,3,si,3,suerte1
1949,5,elena,3,5,8,34,2,si,2,morado1
1950,6,fernando,1,1,2,30,32,no,32,verde1
1951,1,ana,3,5,8,37,5,si,5,impuesto1
1952,2,bob,3,5,8,11,19,no,19,naranja2
1953,3,carla,3,2,5,11,16,no,16,estacion2
1954,4,diego,6,2,8,3,11,no,11,visita_carcel
1955,5,elena,3,2,5,2,7,no,7,gris1
1956,6,fernando,2,5,7,32,39,no,39,impuesto4
1957,1,ana,2,1,3,5,8,no,8,suerte2
1958,2,bob,6,4,10,19,29,no,29,impuesto3
1959,3,carla,3,4,7,16,23,no,23,suerte4
1960,4,diego,1,5,6,11,17,no,17,naranja1
1961,5,elena,3,3,6,7,13,no,13,impuesto2
1962,6,fernando,3,2,5,39,4,si,4,morado2
1963,1,ana,5,4,9,8,17,no,17,naranja1
1964,2,bob,5,2,7,29,36,no,36,estacion4
1965,3,carla,4,4,8,23,31,no,31,carcel
1966,4,diego,3,6,9,17,26,no,26,estacion3
1967,5,elena,6,3,9,13,22,no,22,rojo1
1968,6,fernando,5,6,11,4,15,no,15,rosa3
1969,1,ana,5,1,6,17,23,no,23,suerte4
1970,2,bob,2,3,5,36,1,si,1,salida
1971,3,carla,1,6,7,31,38,no,38,azul1
1972,4,diego,6,1,7,26,33,no,33,verde2
1973,5,elena,1,5,6,22,28,no,28,amarillo2
1974,6,fernando,4,3,7,15,22,no,22,rojo1
1975,1,ana,5,6,11,23,34,no,34,suerte5
1976,2,bob,6,2,8,1,9,no,9,gris2
1977,3,carla,2,4,6,38,4,si,4,morado2
1978,4,diego,4,3,7,33,40,no,40,azul2
1979,5,elena,1,3,4,28,32,no,32,verde1
1980,6,fernando,4,4,8,22,30,no,30,amarillo3
1981,1,ana,3,2,5,34,39,no,39,impuesto4
1982,2,bob,3,4,7,9,16,no,16,estacion2
1983,3,carla,2,3,5,4,9,no,9,gris2
1984,4,diego,3,1,4,40,4,si,4,morado2
1985,5,elena,6,2,8,32,40,no,40,azul2
1986,6,fernando,5,1,6,30,36,no,36,estacion4
1987,1,ana,1,1,2,39,1,si,1,salida
1988,2,bob,4,1,5,16,21,no,21,parking
1989,3,carla,1,5,6,9,15,no,15,rosa3
1990,4,diego,4,6,10,4,14,no,14,rosa2
1991,5,elena,2,1,3,40,3,si,3,suerte1
1992,6,fernando,6,5,11,36,7,si,7,gris1
1993,1,ana,2,1,3,1,4,no,4,morado2
1994,2,bob,6,4,10,21,31,no,31,carcel
1995,3,carla,5,3,8,15,23,no,23,suerte4
1996,4,diego,1,2,3,14,17,no,17,naranja1
1997,5,elena,3,4,7,3,10,no,10,gris3
1998,6,fernando,1,4,5,7,12,no,12,rosa1
1999,1,ana,5,6,11,4,15,no,15,rosa3
2000,2,bob,4,2,6,31,37,no,37,suerte6
