turno,pagador,cobrador,propiedad,tipo,color,precio_casilla,alquiler_teorico,pago_real,dinero_pagador_antes,dinero_pagador_despues,dinero_cobrador_antes,dinero_cobrador_despues
148,diego,bob,morado2,propiedad,morado,60,12,12,8890,8878,8426,8438
149,ana,carla,estacion1,estacion,estacion,200,40,40,8412,8372,8682,8722
153,ana,bob,rosa1,propiedad,rosa,140,28,28,8372,8344,8438,8466
156,diego,carla,rosa3,propiedad,rosa,160,32,32,8878,8846,8722,8754
157,ana,bob,naranja3,propiedad,naranja,200,40,40,8344,8304,8466,8506
161,ana,diego,rojo3,propiedad,rojo,240,48,48,8304,8256,8846,8894
163,carla,ana,gris2,propiedad,gris,100,20,20,8754,8734,8256,8276
164,diego,carla,verde2,propiedad,verde,300,60,60,8894,8834,8734,8794
165,ana,bob,verde1,propiedad,verde,300,60,60,8276,8216,8506,8566
166,bob,diego,gris3,propiedad,gris,120,24,24,8566,8542,8834,8858
168,diego,bob,azul1,propiedad,azul,350,70,70,8858,8788,8542,8612
170,bob,ana,naranja1,propiedad,naranja,180,36,36,8612,8576,8216,8252
172,diego,bob,gris1,propiedad,gris,100,20,20,8788,8768,8576,8596
173,ana,diego,gris3,propiedad,gris,120,24,24,8252,8228,8768,8792
176,diego,bob,rosa1,propiedad,rosa,140,28,28,8792,8764,8596,8624
178,bob,ana,verde3,propiedad,verde,320,64,64,8624,8560,8228,8292
179,carla,ana,verde3,propiedad,verde,320,64,64,8794,8730,8292,8356
180,diego,bob,naranja2,propiedad,naranja,180,36,36,8764,8728,8560,8596
181,ana,bob,amarillo2,propiedad,amarillo,260,52,52,8356,8304,8596,8648
184,diego,ana,estacion3,estacion,estacion,200,40,40,8728,8688,8304,8344
185,ana,bob,verde1,propiedad,verde,300,60,60,8344,8284,8648,8708
188,diego,carla,verde2,propiedad,verde,300,60,60,8688,8628,8730,8790
190,bob,carla,rosa3,propiedad,rosa,160,32,32,8708,8676,8790,8822
191,carla,diego,rosa2,propiedad,rosa,140,28,28,8822,8794,8628,8656
195,carla,bob,naranja3,propiedad,naranja,200,40,40,8794,8754,8676,8716
196,diego,ana,gris2,propiedad,gris,100,20,20,8656,8636,8284,8304
197,ana,carla,morado1,propiedad,morado,60,12,12,8304,8292,8754,8766
200,diego,bob,naranja2,propiedad,naranja,180,36,36,8636,8600,8716,8752
