turno,indice_jugador,jugador,estado_carcel_antes,decision_carcel,dado1,dado2,suma,posicion_anterior,posicion_nueva,paso_salida,nombre_casilla,tipo_casilla,precio_casilla,color_casilla,compra_realizada,alquiler_realizado,alquiler_teorico,pago_real,dinero_inicial_turno,dinero_tras_carcel,dinero_final_turno,propiedades_antes,propiedades_despues,turno_perdido_carcel
203,3,carla,libre,no_aplica,6,4,10,18,28,no,amarillo2,propiedad,260,amarillo,no,no,0,0,9400,9400,9400,5,5,no
204,4,diego,libre,no_aplica,5,3,8,25,33,no,verde2,propiedad,300,verde,no,si,60,60,9130,9130,9070,2,2,no
205,5,elena,libre,no_aplica,1,2,3,33,36,no,estacion4,estacion,200,estacion,no,no,0,0,9660,9660,9660,2,2,no
206,6,fernando,libre,no_aplica,3,4,7,21,28,no,amarillo2,propiedad,260,amarillo,no,si,52,52,9344,9344,9292,3,3,no
207,7,gema,libre,no_aplica,1,4,5,4,9,no,gris2,propiedad,100,gris,no,si,20,20,9292,9292,9272,1,1,no
208,8,hugo,libre,no_aplica,5,6,11,21,32,no,verde1,propiedad,300,verde,no,si,60,60,9516,9516,9456,4,4,no
209,9,irene,libre,no_aplica,4,2,6,19,25,no,rojo3,propiedad,240,rojo,no,si,48,48,9624,9624,9576,3,3,no
210,10,javier,libre,no_aplica,3,6,9,27,36,no,estacion4,estacion,200,estacion,no,si,40,40,9036,9036,8996,1,1,no
211,1,ana,libre,no_aplica,2,4,6,12,18,no,suerte3,suerte,0,ninguno,no,no,0,0,9236,9236,9236,2,2,no
212,2,bob,libre,no_aplica,6,1,7,16,23,no,suerte4,suerte,0,ninguno,no,no,0,0,9432,9432,9432,2,2,no
213,3,carla,libre,no_aplica,5,1,6,28,34,no,suerte5,suerte,0,ninguno,no,no,0,0,9520,9520,9520,5,5,no
214,4,diego,libre,no_aplica,1,1,2,33,35,no,verde3,propiedad,320,verde,no,si,64,64,9070,9070,9006,2,2,no
215,5,elena,libre,no_aplica,4,5,9,36,5,si,impuesto1,impuesto,200,ninguno,no,no,0,0,9760,9760,9760,2,2,no
216,6,fernando,libre,no_aplica,2,5,7,28,35,no,verde3,propiedad,320,verde,no,si,64,64,9292,9292,9228,3,3,no
217,7,gema,libre,no_aplica,3,5,8,9,17,no,naranja1,propiedad,180,naranja,no,si,36,36,9272,9272,9236,1,1,no
218,8,hugo,libre,no_aplica,2,6,8,32,40,no,azul2,propiedad,400,azul,no,si,80,80,9492,9492,9412,4,4,no
219,9,irene,libre,no_aplica,2,2,4,25,29,no,impuesto3,impuesto,100,ninguno,no,no,0,0,9576,9576,9576,3,3,no
220,10,javier,libre,no_aplica,5,6,11,36,7,si,gris1,propiedad,100,gris,no,si,20,20,8996,8996,8976,1,1,no
221,1,ana,libre,no_aplica,3,4,7,18,25,no,rojo3,propiedad,240,rojo,no,si,48,48,9236,9236,9188,2,2,no
222,2,bob,libre,no_aplica,6,1,7,23,30,no,amarillo3,propiedad,280,amarillo,no,no,0,0,9432,9432,9432,2,2,no
223,3,carla,libre,no_aplica,2,3,5,34,39,no,impuesto4,impuesto,100,ninguno,no,no,0,0,9696,9696,9696,5,5,no
224,4,diego,libre,no_aplica,6,2,8,35,3,si,suerte1,suerte,0,ninguno,no,no,0,0,9086,9086,9086,2,2,no
225,5,elena,libre,no_aplica,2,5,7,5,12,no,rosa1,propiedad,140,rosa,no,si,28,28,9760,9760,9732,2,2,no
226,6,fernando,libre,no_aplica,3,5,8,35,3,si,suerte1,suerte,0,ninguno,no,no,0,0,9228,9228,9228,3,3,no
227,7,gema,libre,no_aplica,4,1,5,17,22,no,rojo1,propiedad,220,rojo,no,si,44,44,9236,9236,9192,1,1,no
228,8,hugo,libre,no_aplica,2,5,7,40,7,si,gris1,propiedad,100,gris,no,si,20,20,9440,9440,9420,4,4,no
229,9,irene,libre,no_aplica,1,5,6,29,35,no,verde3,propiedad,320,verde,no,si,64,64,9616,9616,9552,3,3,no
230,10,javier,libre,no_aplica,4,6,10,7,17,no,naranja1,propiedad,180,naranja,no,si,36,36,8976,8976,8940,1,1,no
231,1,ana,libre,no_aplica,3,1,4,25,29,no,impuesto3,impuesto,100,ninguno,no,no,0,0,9188,9188,9188,2,2,no
232,2,bob,libre,no_aplica,3,5,8,30,38,no,azul1,propiedad,350,azul,no,si,70,70,9476,9476,9406,2,2,no
233,3,carla,libre,no_aplica,1,4,5,39,4,si,morado2,propiedad,60,morado,no,si,12,12,9760,9760,9748,5,5,no
234,4,diego,libre,no_aplica,3,2,5,3,8,no,suerte2,suerte,0,ninguno,no,no,0,0,9086,9086,9086,2,2,no
235,5,elena,libre,no_aplica,2,4,6,12,18,no,suerte3,suerte,0,ninguno,no,no,0,0,9732,9732,9732,2,2,no
236,6,fernando,libre,no_aplica,3,3,6,3,9,no,gris2,propiedad,100,gris,no,si,20,20,9228,9228,9208,3,3,no
237,7,gema,libre,no_aplica,5,6,11,22,33,no,verde2,propiedad,300,verde,no,si,60,60,9192,9192,9132,1,1,no
238,8,hugo,libre,no_aplica,2,4,6,7,13,no,impuesto2,impuesto,150,ninguno,no,no,0,0,9468,9468,9468,4,4,no
239,9,irene,libre,no_aplica,6,2,8,35,3,si,suerte1,suerte,0,ninguno,no,no,0,0,9612,9612,9612,3,3,no
240,10,javier,libre,no_aplica,2,1,3,17,20,no,naranja3,propiedad,200,naranja,si,no,0,0,9010,9010,8810,1,2,no
241,1,ana,libre,no_aplica,6,6,12,29,1,si,salida,salida,0,ninguno,no,no,0,0,9188,9188,9188,2,2,no
242,2,bob,libre,no_aplica,5,4,9,38,7,si,gris1,propiedad,100,gris,no,si,20,20,9406,9406,9386,2,2,no
243,3,carla,libre,no_aplica,1,1,2,4,6,no,estacion1,estacion,200,estacion,no,si,40,40,9768,9768,9728,5,5,no
244,4,diego,libre,no_aplica,4,6,10,8,18,no,suerte3,suerte,0,ninguno,no,no,0,0,9126,9126,9126,2,2,no
245,5,elena,libre,no_aplica,6,3,9,18,27,no,amarillo1,propiedad,260,amarillo,no,si,52,52,9732,9732,9680,2,2,no
246,6,fernando,libre,no_aplica,3,6,9,9,18,no,suerte3,suerte,0,ninguno,no,no,0,0,9208,9208,9208,3,3,no
247,7,gema,libre,no_aplica,5,6,11,33,4,si,morado2,propiedad,60,morado,no,si,12,12,9132,9132,9120,1,1,no
248,8,hugo,libre,no_aplica,4,4,8,13,21,no,parking,parking,0,ninguno,no,no,0,0,9532,9532,9532,4,4,no
249,9,irene,libre,no_aplica,1,6,7,3,10,no,gris3,propiedad,120,gris,no,no,0,0,9632,9632,9632,3,3,no
250,10,javier,libre,no_aplica,6,2,8,20,28,no,amarillo2,propiedad,260,amarillo,no,si,52,52,8810,8810,8758,2,2,no
251,1,ana,libre,no_aplica,3,6,9,1,10,no,gris3,propiedad,120,gris,no,si,24,24,9188,9188,9164,2,2,no
252,2,bob,libre,no_aplica,3,1,4,7,11,no,visita_carcel,visita_carcel,0,ninguno,no,no,0,0,9386,9386,9386,2,2,no
253,3,carla,libre,no_aplica,6,6,12,6,18,no,suerte3,suerte,0,ninguno,no,no,0,0,9780,9780,9780,5,5,no
254,4,diego,libre,no_aplica,6,2,8,18,26,no,estacion3,estacion,200,estacion,no,si,40,40,9126,9126,9086,2,2,no
255,5,elena,libre,no_aplica,4,3,7,27,34,no,suerte5,suerte,0,ninguno,no,no,0,0,9680,9680,9680,2,2,no
256,6,fernando,libre,no_aplica,3,3,6,18,24,no,rojo2,propiedad,220,rojo,no,no,0,0,9208,9208,9208,3,3,no
257,7,gema,libre,no_aplica,5,4,9,4,13,no,impuesto2,impuesto,150,ninguno,no,no,0,0,9120,9120,9120,1,1,no
258,8,hugo,libre,no_aplica,1,4,5,21,26,no,estacion3,estacion,200,estacion,no,si,40,40,9532,9532,9492,4,4,no
259,9,irene,libre,no_aplica,3,3,6,10,16,no,estacion2,estacion,200,estacion,no,si,40,40,9656,9656,9616,3,3,no
260,10,javier,libre,no_aplica,3,3,6,28,34,no,suerte5,suerte,0,ninguno,no,no,0,0,8758,8758,8758,2,2,no
261,1,ana,libre,no_aplica,6,5,11,10,21,no,parking,parking,0,ninguno,no,no,0,0,9244,9244,9244,2,2,no
262,2,bob,libre,no_aplica,6,3,9,11,20,no,naranja3,propiedad,200,naranja,no,si,40,40,9386,9386,9346,2,2,no
263,3,carla,libre,no_aplica,4,2,6,18,24,no,rojo2,propiedad,220,rojo,no,si,44,44,9780,9780,9736,5,5,no
264,4,diego,libre,no_aplica,5,3,8,26,34,no,suerte5,suerte,0,ninguno,no,no,0,0,9086,9086,9086,2,2,no
265,5,elena,libre,no_aplica,6,1,7,34,1,si,salida,salida,0,ninguno,no,no,0,0,9680,9680,9680,2,2,no
266,6,fernando,libre,no_aplica,1,4,5,24,29,no,impuesto3,impuesto,100,ninguno,no,no,0,0,9292,9292,9292,3,3,no
267,7,gema,libre,no_aplica,3,4,7,13,20,no,naranja3,propiedad,200,naranja,no,si,40,40,9120,9120,9080,1,1,no
268,8,hugo,libre,no_aplica,2,6,8,26,34,no,suerte5,suerte,0,ninguno,no,no,0,0,9492,9492,9492,4,4,no
269,9,irene,libre,no_aplica,5,1,6,16,22,no,rojo1,propiedad,220,rojo,no,si,44,44,9616,9616,9572,3,3,no
270,10,javier,libre,no_aplica,2,2,4,34,38,no,azul1,propiedad,350,azul,no,no,0,0,8838,8838,8838,2,2,no
271,1,ana,libre,no_aplica,6,6,12,21,33,no,verde2,propiedad,300,verde,no,si,60,60,9244,9244,9184,2,2,no
272,2,bob,libre,no_aplica,2,6,8,20,28,no,amarillo2,propiedad,260,amarillo,no,si,52,52,9390,9390,9338,2,2,no
273,3,carla,libre,no_aplica,3,2,5,24,29,no,impuesto3,impuesto,100,ninguno,no,no,0,0,9788,9788,9788,5,5,no
274,4,diego,libre,no_aplica,1,3,4,34,38,no,azul1,propiedad,350,azul,no,si,70,70,9086,9086,9016,2,2,no
275,5,elena,libre,no_aplica,1,5,6,1,7,no,gris1,propiedad,100,gris,no,si,20,20,9680,9680,9660,2,2,no
276,6,fernando,libre,no_aplica,5,5,10,29,39,no,impuesto4,impuesto,100,ninguno,no,no,0,0,9292,9292,9292,3,3,no
277,7,gema,libre,no_aplica,2,2,4,20,24,no,rojo2,propiedad,220,rojo,no,si,44,44,9080,9080,9036,1,1,no
278,8,hugo,libre,no_aplica,5,4,9,34,3,si,suerte1,suerte,0,ninguno,no,no,0,0,9492,9492,9492,4,4,no
279,9,irene,libre,no_aplica,5,6,11,22,33,no,verde2,propiedad,300,verde,no,no,0,0,9652,9652,9652,3,3,no
280,10,javier,libre,no_aplica,4,2,6,38,4,si,morado2,propiedad,60,morado,no,si,12,12,8908,8908,8896,2,2,no
281,1,ana,libre,no_aplica,1,4,5,33,38,no,azul1,propiedad,350,azul,no,si,70,70,9184,9184,9114,2,2,no
282,2,bob,libre,no_aplica,4,3,7,28,35,no,verde3,propiedad,320,verde,no,si,64,64,9338,9338,9274,2,2,no
283,3,carla,libre,no_aplica,1,1,2,29,11,no,visita_carcel,visita_carcel,0,ninguno,no,no,0,0,9852,9852,9852,5,5,no
284,4,diego,libre,no_aplica,5,4,9,38,7,si,gris1,propiedad,100,gris,no,si,20,20,9016,9016,8996,2,2,no
285,5,elena,libre,no_aplica,2,5,7,7,14,no,rosa2,propiedad,140,rosa,no,si,28,28,9660,9660,9632,2,2,no
286,6,fernando,libre,no_aplica,4,4,8,39,7,si,gris1,propiedad,100,gris,no,si,20,20,9336,9336,9316,3,3,no
287,7,gema,libre,no_aplica,1,5,6,24,30,no,amarillo3,propiedad,280,amarillo,no,si,56,56,9036,9036,8980,1,1,no
288,8,hugo,libre,no_aplica,4,6,10,3,13,no,impuesto2,impuesto,150,ninguno,no,no,0,0,9504,9504,9504,4,4,no
289,9,irene,libre,no_aplica,6,2,8,33,1,si,salida,salida,0,ninguno,no,no,0,0,9692,9692,9692,3,3,no
290,10,javier,libre,no_aplica,3,1,4,4,8,no,suerte2,suerte,0,ninguno,no,no,0,0,8966,8966,8966,2,2,no
291,1,ana,libre,no_aplica,3,3,6,38,4,si,morado2,propiedad,60,morado,no,si,12,12,9142,9142,9130,2,2,no
292,2,bob,libre,no_aplica,1,6,7,35,2,si,morado1,propiedad,60,morado,no,si,12,12,9330,9330,9318,2,2,no
293,3,carla,encarcelado(0),pagar,0,0,0,11,11,no,visita_carcel,visita_carcel,0,ninguno,no,no,0,0,9852,9652,9652,5,5,si
294,4,diego,libre,no_aplica,5,4,9,7,16,no,estacion2,estacion,200,estacion,no,si,40,40,8996,8996,8956,2,2,no
295,5,elena,libre,no_aplica,5,1,6,14,20,no,naranja3,propiedad,200,naranja,no,si,40,40,9632,9632,9592,2,2,no
296,6,fernando,libre,no_aplica,5,1,6,7,13,no,impuesto2,impuesto,150,ninguno,no,no,0,0,9368,9368,9368,3,3,no
297,7,gema,libre,no_aplica,6,5,11,30,1,si,salida,salida,0,ninguno,no,no,0,0,8980,8980,8980,1,1,no
298,8,hugo,libre,no_aplica,1,3,4,13,17,no,naranja1,propiedad,180,naranja,no,no,0,0,9516,9516,9516,4,4,no
299,9,irene,libre,no_aplica,3,3,6,1,7,no,gris1,propiedad,100,gris,no,no,0,0,9692,9692,9692,3,3,no
300,10,javier,libre,no_aplica,2,3,5,8,13,no,impuesto2,impuesto,150,ninguno,no,no,0,0,9006,9006,9006,2,2,no
301,1,ana,libre,no_aplica,1,2,3,4,7,no,gris1,propiedad,100,gris,no,si,20,20,9130,9130,9110,2,2,no
302,2,bob,libre,no_aplica,5,5,10,2,12,no,rosa1,propiedad,140,rosa,no,si,28,28,9318,9318,9290,2,2,no
303,3,carla,libre,no_aplica,4,3,7,11,18,no,suerte3,suerte,0,ninguno,no,no,0,0,9652,9652,9652,5,5,no
304,4,diego,libre,no_aplica,5,2,7,16,23,no,suerte4,suerte,0,ninguno,no,no,0,0,8956,8956,8956,2,2,no
305,5,elena,libre,no_aplica,6,1,7,20,27,no,amarillo1,propiedad,260,amarillo,no,si,52,52,9592,9592,9540,2,2,no
306,6,fernando,libre,no_aplica,2,1,3,13,16,no,estacion2,estacion,200,estacion,no,no,0,0,9368,9368,9368,3,3,no
307,7,gema,libre,no_aplica,5,1,6,1,7,no,gris1,propiedad,100,gris,no,si,20,20,8980,8980,8960,1,1,no
308,8,hugo,libre,no_aplica,5,4,9,17,26,no,estacion3,estacion,200,estacion,no,si,40,40,9596,9596,9556,4,4,no
309,9,irene,libre,no_aplica,4,2,6,7,13,no,impuesto2,impuesto,150,ninguno,no,no,0,0,9732,9732,9732,3,3,no
310,10,javier,libre,no_aplica,1,6,7,13,20,no,naranja3,propiedad,200,naranja,no,no,0,0,9006,9006,9006,2,2,no
311,1,ana,libre,no_aplica,2,1,3,7,10,no,gris3,propiedad,120,gris,no,si,24,24,9150,9150,9126,2,2,no
312,2,bob,libre,no_aplica,6,2,8,12,20,no,naranja3,propiedad,200,naranja,no,si,40,40,9290,9290,9250,2,2,no
313,3,carla,libre,no_aplica,4,1,5,18,23,no,suerte4,suerte,0,ninguno,no,no,0,0,9652,9652,9652,5,5,no
314,4,diego,libre,no_aplica,2,4,6,23,29,no,impuesto3,impuesto,100,ninguno,no,no,0,0,8956,8956,8956,2,2,no
315,5,elena,libre,no_aplica,3,6,9,27,36,no,estacion4,estacion,200,estacion,no,no,0,0,9540,9540,9540,2,2,no
316,6,fernando,libre,no_aplica,4,4,8,16,24,no,rojo2,propiedad,220,rojo,no,no,0,0,9368,9368,9368,3,3,no
317,7,gema,libre,no_aplica,4,4,8,7,15,no,rosa3,propiedad,160,rosa,no,no,0,0,8960,8960,8960,1,1,no
318,8,hugo,libre,no_aplica,6,3,9,26,35,no,verde3,propiedad,320,verde,no,si,64,64,9556,9556,9492,4,4,no
319,9,irene,libre,no_aplica,1,2,3,13,16,no,estacion2,estacion,200,estacion,no,si,40,40,9756,9756,9716,3,3,no
320,10,javier,libre,no_aplica,5,6,11,20,11,no,visita_carcel,visita_carcel,0,ninguno,no,no,0,0,9046,9046,9046,2,2,no
321,1,ana,libre,no_aplica,5,4,9,10,19,no,naranja2,propiedad,180,naranja,no,si,36,36,9126,9126,9090,2,2,no
322,2,bob,libre,no_aplica,4,1,5,20,25,no,rojo3,propiedad,240,rojo,no,si,48,48,9250,9250,9202,2,2,no
323,3,carla,libre,no_aplica,2,5,7,23,30,no,amarillo3,propiedad,280,amarillo,no,si,56,56,9800,9800,9744,5,5,no
324,4,diego,libre,no_aplica,1,1,2,29,11,no,visita_carcel,visita_carcel,0,ninguno,no,no,0,0,8956,8956,8956,2,2,no
325,5,elena,libre,no_aplica,2,5,7,36,3,si,suerte1,suerte,0,ninguno,no,no,0,0,9540,9540,9540,2,2,no
326,6,fernando,libre,no_aplica,1,6,7,24,11,no,visita_carcel,visita_carcel,0,ninguno,no,no,0,0,9408,9408,9408,3,3,no
327,7,gema,libre,no_aplica,3,5,8,15,23,no,suerte4,suerte,0,ninguno,no,no,0,0,8960,8960,8960,1,1,no
328,8,hugo,libre,no_aplica,5,3,8,35,3,si,suerte1,suerte,0,ninguno,no,no,0,0,9492,9492,9492,4,4,no
329,9,irene,libre,no_aplica,4,3,7,16,23,no,suerte4,suerte,0,ninguno,no,no,0,0,9716,9716,9716,3,3,no
330,10,javier,encarcelado(0),tirar,0,0,0,11,11,no,visita_carcel,visita_carcel,0,ninguno,no,no,0,0,9046,9046,9046,2,2,si
331,1,ana,libre,no_aplica,6,4,10,19,29,no,impuesto3,impuesto,100,ninguno,no,no,0,0,9090,9090,9090,2,2,no
332,2,bob,libre,no_aplica,6,6,12,25,37,no,suerte6,suerte,0,ninguno,no,no,0,0,9258,9258,9258,2,2,no
333,3,carla,libre,no_aplica,5,5,10,30,40,no,azul2,propiedad,400,azul,no,si,80,80,9744,9744,9664,5,5,no
334,4,diego,encarcelado(0),tirar,0,0,0,11,11,no,visita_carcel,visita_carcel,0,ninguno,no,no,0,0,9036,9036,9036,2,2,si
335,5,elena,libre,no_aplica,2,4,6,3,9,no,gris2,propiedad,100,gris,no,si,20,20,9540,9540,9520,2,2,no
336,6,fernando,encarcelado(0),tirar,0,0,0,11,11,no,visita_carcel,visita_carcel,0,ninguno,no,no,0,0,9408,9408,9408,3,3,si
337,7,gema,libre,no_aplica,4,2,6,23,29,no,impuesto3,impuesto,100,ninguno,no,no,0,0,8960,8960,8960,1,1,no
338,8,hugo,libre,no_aplica,3,6,9,3,12,no,rosa1,propiedad,140,rosa,no,no,0,0,9492,9492,9492,4,4,no
339,9,irene,libre,no_aplica,3,5,8,23,11,no,visita_carcel,visita_carcel,0,ninguno,no,no,0,0,9716,9716,9716,3,3,no
340,10,javier,encarcelado(1),tirar,0,0,0,11,11,no,visita_carcel,visita_carcel,0,ninguno,no,no,0,0,9046,9046,9046,2,2,si
341,1,ana,libre,no_aplica,3,5,8,29,37,no,suerte6,suerte,0,ninguno,no,no,0,0,9090,9090,9090,2,2,no
342,2,bob,libre,no_aplica,3,5,8,37,5,si,impuesto1,impuesto,200,ninguno,no,no,0,0,9258,9258,9258,2,2,no
343,3,carla,libre,no_aplica,3,2,5,40,5,si,impuesto1,impuesto,200,ninguno,no,no,0,0,9684,9684,9684,5,5,no
344,4,diego,encarcelado(1),tirar,0,0,0,11,11,no,visita_carcel,visita_carcel,0,ninguno,no,no,0,0,9036,9036,9036,2,2,si
345,5,elena,libre,no_aplica,3,2,5,9,14,no,rosa2,propiedad,140,rosa,no,si,28,28,9520,9520,9492,2,2,no
346,6,fernando,encarcelado(1),tirar,0,0,0,11,11,no,visita_carcel,visita_carcel,0,ninguno,no,no,0,0,9408,9408,9408,3,3,si
347,7,gema,libre,no_aplica,2,1,3,29,32,no,verde1,propiedad,300,verde,no,si,60,60,8960,8960,8900,1,1,no
348,8,hugo,libre,no_aplica,6,4,10,12,22,no,rojo1,propiedad,220,rojo,no,si,44,44,9492,9492,9448,4,4,no
349,9,irene,encarcelado(0),pagar,0,0,0,11,11,no,visita_carcel,visita_carcel,0,ninguno,no,no,0,0,9716,9516,9516,3,3,si
350,10,javier,libre,no_aplica,3,4,7,11,18,no,suerte3,suerte,0,ninguno,no,no,0,0,9046,9046,9046,2,2,no
351,1,ana,libre,no_aplica,1,5,6,37,3,si,suerte1,suerte,0,ninguno,no,no,0,0,9118,9118,9118,2,2,no
352,2,bob,libre,no_aplica,3,3,6,5,11,no,visita_carcel,visita_carcel,0,ninguno,no,no,0,0,9302,9302,9302,2,2,no
353,3,carla,libre,no_aplica,3,2,5,5,10,no,gris3,propiedad,120,gris,no,si,24,24,9684,9684,9660,5,5,no
354,4,diego,encarcelado(2),tirar,0,0,0,11,11,no,visita_carcel,visita_carcel,0,ninguno,no,no,0,0,9036,9036,9036,2,2,si
355,5,elena,libre,no_aplica,5,2,7,14,21,no,parking,parking,0,ninguno,no,no,0,0,9552,9552,9552,2,2,no
356,6,fernando,encarcelado(2),tirar,0,0,0,11,11,no,visita_carcel,visita_carcel,0,ninguno,no,no,0,0,9408,9408,9408,3,3,si
357,7,gema,libre,no_aplica,3,6,9,32,1,si,salida,salida,0,ninguno,no,no,0,0,8900,8900,8900,1,1,no
358,8,hugo,libre,no_aplica,6,3,9,22,11,no,visita_carcel,visita_carcel,0,ninguno,no,no,0,0,9448,9448,9448,4,4,no
359,9,irene,libre,no_aplica,5,6,11,11,22,no,rojo1,propiedad,220,rojo,no,si,44,44,9540,9540,9496,3,3,no
360,10,javier,libre,no_aplica,5,1,6,18,24,no,rojo2,propiedad,220,rojo,no,si,44,44,9046,9046,9002,2,2,no
361,1,ana,libre,no_aplica,2,3,5,3,8,no,suerte2,suerte,0,ninguno,no,no,0,0,9118,9118,9118,2,2,no
362,2,bob,libre,no_aplica,1,6,7,11,18,no,suerte3,suerte,0,ninguno,no,no,0,0,9346,9346,9346,2,2,no
363,3,carla,libre,no_aplica,6,1,7,10,17,no,naranja1,propiedad,180,naranja,no,si,36,36,9660,9660,9624,5,5,no
364,4,diego,encarcelado(3),liberacion_automatica,1,5,6,11,17,no,naranja1,propiedad,180,naranja,no,si,36,36,9036,9036,9000,2,2,no
365,5,elena,libre,no_aplica,4,3,7,21,28,no,amarillo2,propiedad,260,amarillo,no,si,52,52,9552,9552,9500,2,2,no
366,6,fernando,libre,no_aplica,5,6,11,11,22,no,rojo1,propiedad,220,rojo,no,si,44,44,9452,9452,9408,3,3,no
367,7,gema,libre,no_aplica,6,2,8,1,9,no,gris2,propiedad,100,gris,no,si,20,20,8900,8900,8880,1,1,no
368,8,hugo,encarcelado(0),pagar,0,0,0,11,11,no,visita_carcel,visita_carcel,0,ninguno,no,no,0,0,9520,9320,9320,4,4,si
369,9,irene,libre,no_aplica,2,4,6,22,28,no,amarillo2,propiedad,260,amarillo,no,si,52,52,9496,9496,9444,3,3,no
370,10,javier,libre,no_aplica,4,3,7,24,11,no,visita_carcel,visita_carcel,0,ninguno,no,no,0,0,9002,9002,9002,2,2,no
371,1,ana,libre,no_aplica,1,3,4,8,12,no,rosa1,propiedad,140,rosa,no,si,28,28,9118,9118,9090,2,2,no
372,2,bob,libre,no_aplica,4,4,8,18,26,no,estacion3,estacion,200,estacion,no,si,40,40,9390,9390,9350,2,2,no
373,3,carla,libre,no_aplica,3,2,5,17,22,no,rojo1,propiedad,220,rojo,no,si,44,44,9748,9748,9704,5,5,no
374,4,diego,libre,no_aplica,3,4,7,17,24,no,rojo2,propiedad,220,rojo,no,si,44,44,9000,9000,8956,2,2,no
375,5,elena,libre,no_aplica,2,3,5,28,33,no,verde2,propiedad,300,verde,no,si,60,60,9500,9500,9440,2,2,no
376,6,fernando,libre,no_aplica,3,1,4,22,26,no,estacion3,estacion,200,estacion,no,si,40,40,9452,9452,9412,3,3,no
377,7,gema,libre,no_aplica,6,2,8,9,17,no,naranja1,propiedad,180,naranja,no,si,36,36,8880,8880,8844,1,1,no
378,8,hugo,libre,no_aplica,5,1,6,11,17,no,naranja1,propiedad,180,naranja,no,no,0,0,9384,9384,9384,4,4,no
379,9,irene,libre,no_aplica,1,1,2,28,30,no,amarillo3,propiedad,280,amarillo,no,si,56,56,9504,9504,9448,3,3,no
380,10,javier,encarcelado(0),tirar,0,0,0,11,11,no,visita_carcel,visita_carcel,0,ninguno,no,no,0,0,9002,9002,9002,2,2,si
381,1,ana,libre,no_aplica,1,5,6,12,18,no,suerte3,suerte,0,ninguno,no,no,0,0,9170,9170,9170,2,2,no
382,2,bob,libre,no_aplica,4,6,10,26,36,no,estacion4,estacion,200,estacion,no,si,40,40,9450,9450,9410,2,2,no
383,3,carla,libre,no_aplica,2,1,3,22,25,no,rojo3,propiedad,240,rojo,no,no,0,0,9704,9704,9704,5,5,no
384,4,diego,libre,no_aplica,6,5,11,24,35,no,verde3,propiedad,320,verde,no,si,64,64,8956,8956,8892,2,2,no
385,5,elena,libre,no_aplica,2,1,3,33,36,no,estacion4,estacion,200,estacion,no,no,0,0,9480,9480,9480,2,2,no
386,6,fernando,libre,no_aplica,6,4,10,26,36,no,estacion4,estacion,200,estacion,no,si,40,40,9412,9412,9372,3,3,no
387,7,gema,libre,no_aplica,5,3,8,17,25,no,rojo3,propiedad,240,rojo,no,si,48,48,8844,8844,8796,1,1,no
388,8,hugo,libre,no_aplica,1,2,3,17,20,no,naranja3,propiedad,200,naranja,no,si,40,40,9384,9384,9344,4,4,no
389,9,irene,libre,no_aplica,3,4,7,30,37,no,suerte6,suerte,0,ninguno,no,no,0,0,9448,9448,9448,3,3,no
390,10,javier,encarcelado(1),tirar,0,0,0,11,11,no,visita_carcel,visita_carcel,0,ninguno,no,no,0,0,9042,9042,9042,2,2,si
391,1,ana,libre,no_aplica,5,6,11,18,29,no,impuesto3,impuesto,100,ninguno,no,no,0,0,9170,9170,9170,2,2,no
392,2,bob,libre,no_aplica,4,2,6,36,2,si,morado1,propiedad,60,morado,no,si,12,12,9410,9410,9398,2,2,no
393,3,carla,libre,no_aplica,3,6,9,25,34,no,suerte5,suerte,0,ninguno,no,no,0,0,9816,9816,9816,5,5,no
394,4,diego,libre,no_aplica,2,4,6,35,1,si,salida,salida,0,ninguno,no,no,0,0,8892,8892,8892,2,2,no
395,5,elena,libre,no_aplica,6,1,7,36,3,si,suerte1,suerte,0,ninguno,no,no,0,0,9520,9520,9520,2,2,no
396,6,fernando,libre,no_aplica,5,1,6,36,2,si,morado1,propiedad,60,morado,no,no,0,0,9384,9384,9384,3,3,no
397,7,gema,libre,no_aplica,1,1,2,25,27,no,amarillo1,propiedad,260,amarillo,no,si,52,52,8796,8796,8744,1,1,no
398,8,hugo,libre,no_aplica,4,5,9,20,29,no,impuesto3,impuesto,100,ninguno,no,no,0,0,9396,9396,9396,4,4,no
399,9,irene,libre,no_aplica,2,5,7,37,4,si,morado2,propiedad,60,morado,no,si,12,12,9448,9448,9436,3,3,no
400,10,javier,encarcelado(2),tirar,0,0,0,11,11,no,visita_carcel,visita_carcel,0,ninguno,no,no,0,0,9042,9042,9042,2,2,si
401,1,ana,libre,no_aplica,2,6,8,29,37,no,suerte6,suerte,0,ninguno,no,no,0,0,9170,9170,9170,2,2,no
402,2,bob,libre,no_aplica,2,2,4,2,6,no,estacion1,estacion,200,estacion,no,si,40,40,9398,9398,9358,2,2,no
403,3,carla,libre,no_aplica,5,6,11,34,5,si,impuesto1,impuesto,200,ninguno,no,no,0,0,9816,9816,9816,5,5,no
404,4,diego,libre,no_aplica,3,4,7,1,8,no,suerte2,suerte,0,ninguno,no,no,0,0,8932,8932,8932,2,2,no
405,5,elena,libre,no_aplica,6,1,7,3,10,no,gris3,propiedad,120,gris,no,si,24,24,9520,9520,9496,2,2,no
406,6,fernando,libre,no_aplica,2,3,5,2,7,no,gris1,propiedad,100,gris,no,si,20,20,9384,9384,9364,3,3,no
