turno,indice_jugador,jugador,estado_carcel_antes,decision_carcel,dado1,dado2,suma,posicion_anterior,posicion_nueva,paso_salida,nombre_casilla,tipo_casilla,precio_casilla,color_casilla,compra_realizada,alquiler_realizado,alquiler_teorico,pago_real,dinero_inicial_turno,dinero_tras_carcel,dinero_final_turno,propiedades_antes,propiedades_despues,turno_perdido_carcel
55,3,carla,libre,no_aplica,2,4,6,27,33,no,verde2,propiedad,300,verde,si,no,0,0,9152,9152,8852,3,4,no
56,4,diego,libre,no_aplica,6,2,8,29,37,no,suerte6,suerte,0,ninguno,no,no,0,0,9016,9016,9016,5,5,no
57,1,ana,libre,no_aplica,2,1,3,30,33,no,verde2,propiedad,300,verde,no,si,60,60,9088,9088,9028,5,5,no
58,2,bob,libre,no_aplica,6,6,12,8,20,no,naranja3,propiedad,200,naranja,no,no,0,0,8694,8694,8694,7,7,no
59,3,carla,libre,no_aplica,5,4,9,33,2,si,morado1,propiedad,60,morado,si,no,0,0,8912,8912,8852,4,5,no
60,4,diego,libre,no_aplica,1,1,2,37,39,no,impuesto4,impuesto,100,ninguno,no,no,0,0,9016,9016,9016,5,5,no
61,1,ana,libre,no_aplica,4,6,10,33,3,si,suerte1,suerte,0,ninguno,no,no,0,0,9028,9028,9028,5,5,no
62,2,bob,libre,no_aplica,6,3,9,20,29,no,impuesto3,impuesto,100,ninguno,no,no,0,0,8694,8694,8694,7,7,no
63,3,carla,libre,no_aplica,3,6,9,2,11,no,visita_carcel,visita_carcel,0,ninguno,no,no,0,0,8852,8852,8852,5,5,no
64,4,diego,libre,no_aplica,5,6,11,39,10,si,gris3,propiedad,120,gris,no,no,0,0,9016,9016,9016,5,5,no
65,1,ana,libre,no_aplica,4,4,8,3,11,no,visita_carcel,visita_carcel,0,ninguno,no,no,0,0,9028,9028,9028,5,5,no
66,2,bob,libre,no_aplica,1,6,7,29,36,no,estacion4,estacion,200,estacion,no,si,40,40,8694,8694,8654,7,7,no
67,3,carla,libre,no_aplica,6,2,8,11,19,no,naranja2,propiedad,180,naranja,no,si,36,36,8852,8852,8816,5,5,no
68,4,diego,libre,no_aplica,3,6,9,10,19,no,naranja2,propiedad,180,naranja,no,si,36,36,9056,9056,9020,5,5,no
69,1,ana,libre,no_aplica,3,1,4,11,15,no,rosa3,propiedad,160,rosa,no,si,32,32,9028,9028,8996,5,5,no
70,2,bob,libre,no_aplica,6,6,12,36,8,si,suerte2,suerte,0,ninguno,no,no,0,0,8726,8726,8726,7,7,no
71,3,carla,libre,no_aplica,6,2,8,19,27,no,amarillo1,propiedad,260,amarillo,no,no,0,0,8848,8848,8848,5,5,no
72,4,diego,libre,no_aplica,4,3,7,19,26,no,estacion3,estacion,200,estacion,no,si,40,40,9020,9020,8980,5,5,no
73,1,ana,libre,no_aplica,3,3,6,15,21,no,parking,parking,0,ninguno,no,no,0,0,9036,9036,9036,5,5,no
74,2,bob,libre,no_aplica,5,4,9,8,17,no,naranja1,propiedad,180,naranja,no,si,36,36,8726,8726,8690,7,7,no
75,3,carla,libre,no_aplica,1,4,5,27,32,no,verde1,propiedad,300,verde,no,si,60,60,8848,8848,8788,5,5,no
76,4,diego,libre,no_aplica,3,3,6,26,32,no,verde1,propiedad,300,verde,no,si,60,60,8980,8980,8920,5,5,no
77,1,ana,libre,no_aplica,3,3,6,21,27,no,amarillo1,propiedad,260,amarillo,no,si,52,52,9072,9072,9020,5,5,no
78,2,bob,libre,no_aplica,6,5,11,17,28,no,amarillo2,propiedad,260,amarillo,si,no,0,0,8810,8810,8550,7,8,no
79,3,carla,libre,no_aplica,6,3,9,32,1,si,salida,salida,0,ninguno,no,no,0,0,8840,8840,8840,5,5,no
80,4,diego,libre,no_aplica,4,2,6,32,38,no,azul1,propiedad,350,azul,no,si,70,70,8920,8920,8850,5,5,no
81,1,ana,libre,no_aplica,5,3,8,27,35,no,verde3,propiedad,320,verde,si,no,0,0,9020,9020,8700,5,6,no
82,2,bob,libre,no_aplica,6,1,7,28,35,no,verde3,propiedad,320,verde,no,si,64,64,8620,8620,8556,8,8,no
83,3,carla,libre,no_aplica,1,4,5,1,6,no,estacion1,estacion,200,estacion,si,no,0,0,8840,8840,8640,5,6,no
84,4,diego,libre,no_aplica,3,4,7,38,5,si,impuesto1,impuesto,200,ninguno,no,no,0,0,8850,8850,8850,5,5,no
85,1,ana,libre,no_aplica,2,6,8,35,3,si,suerte1,suerte,0,ninguno,no,no,0,0,8764,8764,8764,6,6,no
86,2,bob,libre,no_aplica,5,1,6,35,1,si,salida,salida,0,ninguno,no,no,0,0,8556,8556,8556,8,8,no
87,3,carla,libre,no_aplica,2,2,4,6,10,no,gris3,propiedad,120,gris,no,si,24,24,8640,8640,8616,6,6,no
88,4,diego,libre,no_aplica,6,6,12,5,17,no,naranja1,propiedad,180,naranja,no,si,36,36,8874,8874,8838,5,5,no
89,1,ana,libre,no_aplica,2,6,8,3,11,no,visita_carcel,visita_carcel,0,ninguno,no,no,0,0,8800,8800,8800,6,6,no
90,2,bob,libre,no_aplica,3,2,5,1,6,no,estacion1,estacion,200,estacion,no,si,40,40,8556,8556,8516,8,8,no
91,3,carla,libre,no_aplica,1,3,4,10,14,no,rosa2,propiedad,140,rosa,no,si,28,28,8656,8656,8628,6,6,no
92,4,diego,libre,no_aplica,1,5,6,17,23,no,suerte4,suerte,0,ninguno,no,no,0,0,8866,8866,8866,5,5,no
93,1,ana,libre,no_aplica,5,5,10,11,21,no,parking,parking,0,ninguno,no,no,0,0,8800,8800,8800,6,6,no
94,2,bob,libre,no_aplica,2,2,4,6,10,no,gris3,propiedad,120,gris,no,si,24,24,8516,8516,8492,8,8,no
95,3,carla,libre,no_aplica,5,4,9,14,23,no,suerte4,suerte,0,ninguno,no,no,0,0,8628,8628,8628,6,6,no
96,4,diego,libre,no_aplica,5,6,11,23,34,no,suerte5,suerte,0,ninguno,no,no,0,0,8890,8890,8890,5,5,no
97,1,ana,libre,no_aplica,4,2,6,21,27,no,amarillo1,propiedad,260,amarillo,no,si,52,52,8800,8800,8748,6,6,no
98,2,bob,libre,no_aplica,1,4,5,10,15,no,rosa3,propiedad,160,rosa,no,si,32,32,8492,8492,8460,8,8,no
99,3,carla,libre,no_aplica,4,3,7,23,30,no,amarillo3,propiedad,280,amarillo,no,si,56,56,8712,8712,8656,6,6,no
100,4,diego,libre,no_aplica,1,1,2,34,36,no,estacion4,estacion,200,estacion,no,no,0,0,8946,8946,8946,5,5,no
101,1,ana,libre,no_aplica,5,4,9,27,36,no,estacion4,estacion,200,estacion,no,si,40,40,8748,8748,8708,6,6,no
102,2,bob,libre,no_aplica,2,5,7,15,22,no,rojo1,propiedad,220,rojo,no,si,44,44,8460,8460,8416,8,8,no
103,3,carla,libre,no_aplica,4,4,8,30,38,no,azul1,propiedad,350,azul,no,si,70,70,8700,8700,8630,6,6,no
104,4,diego,libre,no_aplica,1,5,6,36,2,si,morado1,propiedad,60,morado,no,si,12,12,8986,8986,8974,5,5,no
105,1,ana,libre,no_aplica,4,6,10,36,6,si,estacion1,estacion,200,estacion,no,si,40,40,8708,8708,8668,6,6,no
106,2,bob,libre,no_aplica,6,2,8,22,30,no,amarillo3,propiedad,280,amarillo,no,si,56,56,8486,8486,8430,8,8,no
107,3,carla,libre,no_aplica,3,1,4,38,2,si,morado1,propiedad,60,morado,no,no,0,0,8682,8682,8682,6,6,no
108,4,diego,libre,no_aplica,3,3,6,2,8,no,suerte2,suerte,0,ninguno,no,no,0,0,9030,9030,9030,5,5,no
109,1,ana,libre,no_aplica,1,6,7,6,13,no,impuesto2,impuesto,150,ninguno,no,no,0,0,8668,8668,8668,6,6,no
110,2,bob,libre,no_aplica,5,4,9,30,39,no,impuesto4,impuesto,100,ninguno,no,no,0,0,8430,8430,8430,8,8,no
111,3,carla,libre,no_aplica,5,1,6,2,8,no,suerte2,suerte,0,ninguno,no,no,0,0,8682,8682,8682,6,6,no
112,4,diego,libre,no_aplica,5,1,6,8,14,no,rosa2,propiedad,140,rosa,no,no,0,0,9030,9030,9030,5,5,no
113,1,ana,libre,no_aplica,6,5,11,13,24,no,rojo2,propiedad,220,rojo,no,no,0,0,8668,8668,8668,6,6,no
114,2,bob,libre,no_aplica,1,3,4,39,3,si,suerte1,suerte,0,ninguno,no,no,0,0,8430,8430,8430,8,8,no
115,3,carla,libre,no_aplica,3,3,6,8,14,no,rosa2,propiedad,140,rosa,no,si,28,28,8682,8682,8654,6,6,no
116,4,diego,libre,no_aplica,2,3,5,14,19,no,naranja2,propiedad,180,naranja,no,si,36,36,9058,9058,9022,5,5,no
117,1,ana,libre,no_aplica,1,2,3,24,27,no,amarillo1,propiedad,260,amarillo,no,si,52,52,8668,8668,8616,6,6,no
118,2,bob,libre,no_aplica,5,5,10,3,13,no,impuesto2,impuesto,150,ninguno,no,no,0,0,8466,8466,8466,8,8,no
119,3,carla,libre,no_aplica,4,3,7,14,21,no,parking,parking,0,ninguno,no,no,0,0,8706,8706,8706,6,6,no
120,4,diego,libre,no_aplica,5,2,7,19,26,no,estacion3,estacion,200,estacion,no,si,40,40,9022,9022,8982,5,5,no
121,1,ana,libre,no_aplica,6,1,7,27,34,no,suerte5,suerte,0,ninguno,no,no,0,0,8656,8656,8656,6,6,no
122,2,bob,libre,no_aplica,2,1,3,13,16,no,estacion2,estacion,200,estacion,no,si,40,40,8466,8466,8426,8,8,no
123,3,carla,libre,no_aplica,5,1,6,21,27,no,amarillo1,propiedad,260,amarillo,no,no,0,0,8706,8706,8706,6,6,no
124,4,diego,libre,no_aplica,5,4,9,26,35,no,verde3,propiedad,320,verde,no,si,64,64,8982,8982,8918,5,5,no
125,1,ana,libre,no_aplica,4,2,6,34,40,no,azul2,propiedad,400,azul,si,no,0,0,8760,8760,8360,6,7,no
126,2,bob,libre,no_aplica,1,6,7,16,23,no,suerte4,suerte,0,ninguno,no,no,0,0,8426,8426,8426,8,8,no
127,3,carla,libre,no_aplica,2,1,3,27,30,no,amarillo3,propiedad,280,amarillo,no,si,56,56,8706,8706,8650,6,6,no
128,4,diego,libre,no_aplica,6,2,8,35,3,si,suerte1,suerte,0,ninguno,no,no,0,0,8974,8974,8974,5,5,no
129,1,ana,libre,no_aplica,4,1,5,40,5,si,impuesto1,impuesto,200,ninguno,no,no,0,0,8360,8360,8360,7,7,no
130,2,bob,libre,no_aplica,2,4,6,23,29,no,impuesto3,impuesto,100,ninguno,no,no,0,0,8426,8426,8426,8,8,no
131,3,carla,libre,no_aplica,3,6,9,30,39,no,impuesto4,impuesto,100,ninguno,no,no,0,0,8650,8650,8650,6,6,no
132,4,diego,libre,no_aplica,4,4,8,3,11,no,visita_carcel,visita_carcel,0,ninguno,no,no,0,0,8974,8974,8974,5,5,no
133,1,ana,libre,no_aplica,4,4,8,5,13,no,impuesto2,impuesto,150,ninguno,no,no,0,0,8360,8360,8360,7,7,no
134,2,bob,libre,no_aplica,6,3,9,29,38,no,azul1,propiedad,350,azul,no,no,0,0,8426,8426,8426,8,8,no
135,3,carla,libre,no_aplica,1,2,3,39,2,si,morado1,propiedad,60,morado,no,no,0,0,8650,8650,8650,6,6,no
136,4,diego,libre,no_aplica,5,6,11,11,22,no,rojo1,propiedad,220,rojo,no,si,44,44,8974,8974,8930,5,5,no
137,1,ana,libre,no_aplica,5,4,9,13,22,no,rojo1,propiedad,220,rojo,no,si,44,44,8360,8360,8316,7,7,no
138,2,bob,libre,no_aplica,4,1,5,38,3,si,suerte1,suerte,0,ninguno,no,no,0,0,8426,8426,8426,8,8,no
139,3,carla,libre,no_aplica,2,5,7,2,9,no,gris2,propiedad,100,gris,no,si,20,20,8738,8738,8718,6,6,no
140,4,diego,libre,no_aplica,1,1,2,22,24,no,rojo2,propiedad,220,rojo,no,si,44,44,8930,8930,8886,5,5,no
141,1,ana,libre,no_aplica,2,5,7,22,29,no,impuesto3,impuesto,100,ninguno,no,no,0,0,8380,8380,8380,7,7,no
142,2,bob,libre,no_aplica,1,6,7,3,10,no,gris3,propiedad,120,gris,no,si,24,24,8426,8426,8402,8,8,no
143,3,carla,libre,no_aplica,3,5,8,9,17,no,naranja1,propiedad,180,naranja,no,si,36,36,8718,8718,8682,6,6,no
144,4,diego,libre,no_aplica,5,3,8,24,32,no,verde1,propiedad,300,verde,no,si,60,60,8910,8910,8850,5,5,no
145,1,ana,libre,no_aplica,4,3,7,29,36,no,estacion4,estacion,200,estacion,no,si,40,40,8416,8416,8376,7,7,no
146,2,bob,libre,no_aplica,5,2,7,10,17,no,naranja1,propiedad,180,naranja,no,si,36,36,8462,8462,8426,8,8,no
147,3,carla,libre,no_aplica,6,4,10,17,27,no,amarillo1,propiedad,260,amarillo,no,no,0,0,8682,8682,8682,6,6,no
148,4,diego,libre,no_aplica,6,6,12,32,4,si,morado2,propiedad,60,morado,no,si,12,12,8890,8890,8878,5,5,no
149,1,ana,libre,no_aplica,5,5,10,36,6,si,estacion1,estacion,200,estacion,no,si,40,40,8412,8412,8372,7,7,no
150,2,bob,libre,no_aplica,1,2,3,17,20,no,naranja3,propiedad,200,naranja,no,no,0,0,8438,8438,8438,8,8,no
151,3,carla,libre,no_aplica,2,4,6,27,33,no,verde2,propiedad,300,verde,no,no,0,0,8722,8722,8722,6,6,no
152,4,diego,libre,no_aplica,3,6,9,4,13,no,impuesto2,impuesto,150,ninguno,no,no,0,0,8878,8878,8878,5,5,no
153,1,ana,libre,no_aplica,4,2,6,6,12,no,rosa1,propiedad,140,rosa,no,si,28,28,8372,8372,8344,7,7,no
154,2,bob,libre,no_aplica,3,6,9,20,29,no,impuesto3,impuesto,100,ninguno,no,no,0,0,8466,8466,8466,8,8,no
155,3,carla,libre,no_aplica,3,5,8,33,1,si,salida,salida,0,ninguno,no,no,0,0,8722,8722,8722,6,6,no
156,4,diego,libre,no_aplica,1,1,2,13,15,no,rosa3,propiedad,160,rosa,no,si,32,32,8878,8878,8846,5,5,no
157,1,ana,libre,no_aplica,3,5,8,12,20,no,naranja3,propiedad,200,naranja,no,si,40,40,8344,8344,8304,7,7,no
158,2,bob,libre,no_aplica,3,5,8,29,37,no,suerte6,suerte,0,ninguno,no,no,0,0,8506,8506,8506,8,8,no
159,3,carla,libre,no_aplica,3,2,5,1,6,no,estacion1,estacion,200,estacion,no,no,0,0,8754,8754,8754,6,6,no
160,4,diego,libre,no_aplica,6,2,8,15,23,no,suerte4,suerte,0,ninguno,no,no,0,0,8846,8846,8846,5,5,no
161,1,ana,libre,no_aplica,3,2,5,20,25,no,rojo3,propiedad,240,rojo,no,si,48,48,8304,8304,8256,7,7,no
162,2,bob,libre,no_aplica,2,5,7,37,4,si,morado2,propiedad,60,morado,no,no,0,0,8506,8506,8506,8,8,no
163,3,carla,libre,no_aplica,2,1,3,6,9,no,gris2,propiedad,100,gris,no,si,20,20,8754,8754,8734,6,6,no
164,4,diego,libre,no_aplica,6,4,10,23,33,no,verde2,propiedad,300,verde,no,si,60,60,8894,8894,8834,5,5,no
165,1,ana,libre,no_aplica,3,4,7,25,32,no,verde1,propiedad,300,verde,no,si,60,60,8276,8276,8216,7,7,no
166,2,bob,libre,no_aplica,1,5,6,4,10,no,gris3,propiedad,120,gris,no,si,24,24,8566,8566,8542,8,8,no
167,3,carla,libre,no_aplica,3,3,6,9,15,no,rosa3,propiedad,160,rosa,no,no,0,0,8794,8794,8794,6,6,no
168,4,diego,libre,no_aplica,3,2,5,33,38,no,azul1,propiedad,350,azul,no,si,70,70,8858,8858,8788,5,5,no
169,1,ana,libre,no_aplica,5,4,9,32,1,si,salida,salida,0,ninguno,no,no,0,0,8216,8216,8216,7,7,no
170,2,bob,libre,no_aplica,5,2,7,10,17,no,naranja1,propiedad,180,naranja,no,si,36,36,8612,8612,8576,8,8,no
171,3,carla,libre,no_aplica,4,4,8,15,23,no,suerte4,suerte,0,ninguno,no,no,0,0,8794,8794,8794,6,6,no
172,4,diego,libre,no_aplica,3,6,9,38,7,si,gris1,propiedad,100,gris,no,si,20,20,8788,8788,8768,5,5,no
173,1,ana,libre,no_aplica,6,3,9,1,10,no,gris3,propiedad,120,gris,no,si,24,24,8252,8252,8228,7,7,no
174,2,bob,libre,no_aplica,5,6,11,17,28,no,amarillo2,propiedad,260,amarillo,no,no,0,0,8596,8596,8596,8,8,no
175,3,carla,libre,no_aplica,5,1,6,23,29,no,impuesto3,impuesto,100,ninguno,no,no,0,0,8794,8794,8794,6,6,no
176,4,diego,libre,no_aplica,2,3,5,7,12,no,rosa1,propiedad,140,rosa,no,si,28,28,8792,8792,8764,5,5,no
177,1,ana,libre,no_aplica,1,6,7,10,17,no,naranja1,propiedad,180,naranja,no,no,0,0,8228,8228,8228,7,7,no
178,2,bob,libre,no_aplica,6,1,7,28,35,no,verde3,propiedad,320,verde,no,si,64,64,8624,8624,8560,8,8,no
179,3,carla,libre,no_aplica,1,5,6,29,35,no,verde3,propiedad,320,verde,no,si,64,64,8794,8794,8730,6,6,no
180,4,diego,libre,no_aplica,4,3,7,12,19,no,naranja2,propiedad,180,naranja,no,si,36,36,8764,8764,8728,5,5,no
181,1,ana,libre,no_aplica,5,6,11,17,28,no,amarillo2,propiedad,260,amarillo,no,si,52,52,8356,8356,8304,7,7,no
182,2,bob,libre,no_aplica,6,2,8,35,3,si,suerte1,suerte,0,ninguno,no,no,0,0,8648,8648,8648,8,8,no
183,3,carla,libre,no_aplica,2,4,6,35,1,si,salida,salida,0,ninguno,no,no,0,0,8730,8730,8730,6,6,no
184,4,diego,libre,no_aplica,4,3,7,19,26,no,estacion3,estacion,200,estacion,no,si,40,40,8728,8728,8688,5,5,no
185,1,ana,libre,no_aplica,1,3,4,28,32,no,verde1,propiedad,300,verde,no,si,60,60,8344,8344,8284,7,7,no
186,2,bob,libre,no_aplica,4,4,8,3,11,no,visita_carcel,visita_carcel,0,ninguno,no,no,0,0,8708,8708,8708,8,8,no
187,3,carla,libre,no_aplica,3,2,5,1,6,no,estacion1,estacion,200,estacion,no,no,0,0,8730,8730,8730,6,6,no
188,4,diego,libre,no_aplica,3,4,7,26,33,no,verde2,propiedad,300,verde,no,si,60,60,8688,8688,8628,5,5,no
189,1,ana,libre,no_aplica,2,3,5,32,37,no,suerte6,suerte,0,ninguno,no,no,0,0,8284,8284,8284,7,7,no
190,2,bob,libre,no_aplica,3,1,4,11,15,no,rosa3,propiedad,160,rosa,no,si,32,32,8708,8708,8676,8,8,no
191,3,carla,libre,no_aplica,6,2,8,6,14,no,rosa2,propiedad,140,rosa,no,si,28,28,8822,8822,8794,6,6,no
192,4,diego,libre,no_aplica,5,1,6,33,39,no,impuesto4,impuesto,100,ninguno,no,no,0,0,8656,8656,8656,5,5,no
193,1,ana,libre,no_aplica,1,1,2,37,39,no,impuesto4,impuesto,100,ninguno,no,no,0,0,8284,8284,8284,7,7,no
194,2,bob,libre,no_aplica,4,1,5,15,20,no,naranja3,propiedad,200,naranja,no,no,0,0,8676,8676,8676,8,8,no
195,3,carla,libre,no_aplica,1,5,6,14,20,no,naranja3,propiedad,200,naranja,no,si,40,40,8794,8794,8754,6,6,no
196,4,diego,libre,no_aplica,4,6,10,39,9,si,gris2,propiedad,100,gris,no,si,20,20,8656,8656,8636,5,5,no
197,1,ana,libre,no_aplica,2,1,3,39,2,si,morado1,propiedad,60,morado,no,si,12,12,8304,8304,8292,7,7,no
198,2,bob,libre,no_aplica,6,5,11,20,11,no,visita_carcel,visita_carcel,0,ninguno,no,no,0,0,8716,8716,8716,8,8,no
199,3,carla,libre,no_aplica,2,1,3,20,23,no,suerte4,suerte,0,ninguno,no,no,0,0,8766,8766,8766,6,6,no
200,4,diego,libre,no_aplica,6,4,10,9,19,no,naranja2,propiedad,180,naranja,no,si,36,36,8636,8636,8600,5,5,no
